system:index,Muni_code,double_area_km2_sum,double_delay_median,double_harvest_median,double_plant_median,latitude_median,longitude_median,muni_area_km2,onset_historicalRange_median,onset_median,single_area_km2_sum,single_delay_median,single_harvest_median,single_plant_median,total_planted_area_km2_sum,year_median
2_5_000008047e70a3f69008,5105200,3.580871672,12.13577011,200.0893738,90.13577011,-16.17419528,-54.94745033,2275.848781,32,77,59.94960616,34.21361091,223.8804126,111.2136109,63.53047783,2009
2_5_0000816d7b8f4e1759dd,5104807,7.898722439,-3.889127193,190.1435739,76.11087281,-15.91368385,-55.10914708,1682.809519,27,80,41.29939036,23.19625947,216.8464787,102.7060376,49.1981128,2009
2_5_000048959ee3b55d9f95,5104609,163.2019032,17.71898732,203.7104707,89.21126451,-17.33751357,-54.60384474,8750.970009,42,69,237.711353,36.20196896,222.1972764,104.6759833,400.9132562,2009
2_5_00004813377b4c00da4d,5106372,29.39548896,23.63230739,212.3446573,96.84154371,-16.79403283,-54.25574756,4122.319679,48,76,76.59867748,36.66610543,223.6781102,105.6576637,105.9941664,2009
2_5_000013b83de316c86a40,5104203,27.90718528,27.75762697,204.6950112,92.81134325,-16.38529937,-53.59772354,5080.158715,52,77,145.92791,47.54244598,223.2423756,109.7714845,173.8350953,2009
2_5_0000282e266c3d805111,5100409,28.63538536,20.46241493,204.2629141,81.70603562,-16.89733908,-53.5820111,3760.25818,52,61,142.8076289,51.49015977,225.2150372,113.5548023,171.4430143,2009
2_5_00006363eaf98e56d147,5100300,6.2067162,42.29994175,222.1104421,103.2999418,-17.43407989,-53.47421327,5531.80258,52,61,37.81303799,42.299255,224.7391598,103.299255,44.01975419,2009
2_5_00005aa29eda6c0c5b8e,5100607,23.78107661,19.72383788,194.7238379,80.72383788,-17.83158698,-53.29904179,1420.760297,52,61,82.34037195,44.44738601,220.1991441,105.447386,106.1214486,2009
2_5_0000ccf44785e9800c70,5102504,0,,,,-16.47735363,-57.80858451,24660.53705,98,76,4.536078688,47.67691364,240.7645119,124.6769136,4.536078688,2009
2_5_0000f1f2f3011db5feaa,5107107,0,,,,-15.57232404,-58.27121688,1292.058659,52,76,0.958614453,76.87326398,260.9367473,152.873264,0.958614453,2009
2_5_0000d6083dbf64a6181e,5105507,6.017134813,,209.942697,87.95796065,-15.16358409,-60.01172331,13470.0364,55,77,8.664653813,,209.8025322,99.85351848,14.68178863,2009
2_5_00005198152ed9cc0c18,5106752,2.399294219,21.21609513,203.5188382,97.21609513,-15.59029035,-59.42555202,8587.818825,56,76,14.15829684,34.4164127,225.8216483,110.4164127,16.55759106,2009
2_5_0000785b8f5270ce2002,5106182,0,,,,-14.28773318,-59.73774507,4751.907204,42,73,4.817382406,64.63331271,233.0554767,131.6106126,4.817382406,2009
2_5_00000dee5d67756c5386,5103361,0,,,,-14.63358457,-59.33122892,2682.132058,56,76,1.924691625,60.80907491,237.6531613,136.8090749,1.924691625,2009
2_5_00002237f8672488e11b,5102686,168.8002608,32.45867325,201.7322902,83.68481047,-13.58928631,-59.19199005,6826.707614,44,48,152.3504357,47.66162599,216.5432138,104.2480301,321.1506965,2009
2_5_00001be8c299f34ef885,5107958,20.00743455,43.18582388,203.2673476,94.34583756,-14.45392151,-58.36328985,11367.3752,40,49,90.63666114,46.42063888,213.2304872,102.5605566,110.6440957,2009
2_5_000087bfe419fe4d9583,5108352,0,,,,-14.93002861,-58.95842808,1939.944373,36,76,0.483841858,44.15472844,228.4547284,120.1547284,0.483841858,2009
2_5_0000863b68e3034c36f8,5101704,0,,,,-14.86265497,-58.73834083,625.9854241,32,76,0.495146455,41.06231801,225.362318,117.062318,0.495146455,2009
2_5_0000f433f0ffc8c197c6,5102637,893.9902824,34.77365428,199.2647349,83.25278291,-13.66114864,-57.93210245,9469.670153,37,48,318.3479029,55.48777827,220.5240951,104.4666916,1212.338185,2009
2_5_00004f3f005484984a0c,5101704,0,,,,-15.07375906,-57.41108336,5455.744828,48,76,0.47968075,59.08984238,243.6398424,121.0898424,0.47968075,2009
2_5_000059430e74fbb945ef,5106232,3.291998021,39.22391241,201.4528765,87.22391241,-14.79078974,-57.37739318,1555.385821,28,49,1.739889887,34.68459436,198.7496353,82.68459436,5.031887907,2009
2_5_000076b36ae96b568198,5107263,0.041504945,41.14220018,197.4422002,89.14220018,-14.45392151,-57.34595214,1177.843716,73,48,0.195268605,45.50833149,201.8083315,93.50833149,0.23677355,2009
2_5_00006e98dd45959364af,5108857,20.77057442,36.77922868,203.483402,84.77922868,-14.28773318,-57.24264588,1946.604291,73,48,3.371857133,41.42379658,217.2774915,89.42379658,24.14243156,2009
2_5_0000668d9233573f1564,5103502,469.7548162,35.7504842,199.7595706,83.73427247,-14.07439342,-56.74633023,8262.06806,39,48,361.3733162,52.73905083,217.7410596,100.7400186,831.1281325,2009
2_5_0000564e8393dce4a58c,5106000,21.65823083,34.08374009,199.7337727,82.67138057,-14.3416321,-56.72162302,1353.741965,32,48,12.43603088,50.42307822,215.5336467,98.42307822,34.09426171,2009
2_5_00005e6885c44ea9c547,5103452,0,,,,-14.7234161,-56.96416815,1312.413078,54,48,0.240476453,76.75166801,261.551668,124.751668,0.240476453,2009
2_5_0000341abda13a80eda4,5100508,2.777290231,39.31942048,205.2504501,87.31942048,-14.76384028,-56.65424937,1852.614004,42,49,10.50000232,50.7100194,212.0745384,98.7100194,13.27729255,2009
2_5_000013cc5b2cdbe6f8be,5106851,0.479570875,110.2502732,278.4502732,187.2502732,-15.52740828,-57.21120485,2052.222797,48,77,2.158123937,112.8383773,281.0383773,189.8383773,2.637694812,2009
2_5_00009ac5de89516b5c91,5105234,0.239770422,38.61853051,222.9185305,114.6185305,-15.35672837,-57.7726519,1770.349784,39,77,2.157833641,37.79680148,212.0353927,113.7968015,2.397604063,2009
2_5_000051cedcd395e277f3,5105259,781.8487758,27.23994481,191.7456078,76.76287405,-13.02110863,-56.14220966,3677.019293,30,49,60.58286364,42.0508685,206.8186111,91.71733977,842.4316395,2009
2_5_0000da5f1af3773087cb,5108006,389.5299359,31.27475428,198.7691824,80.72692513,-12.55847626,-56.52848523,4528.999824,30,49,89.3732736,50.10626041,214.6845852,100.2553439,478.9032095,2009
2_5_0000aff78e883355f0d1,5107305,114.2356569,35.76195585,199.2376376,83.76715981,-13.59153884,-56.80247139,4553.800462,39,49,96.05932759,60.31410036,225.705503,108.7314953,210.2949845,2009
2_5_000011f6dc31e15bd13c,5108907,92.41372316,40.20958917,206.8272445,93.1929355,-12.7897831,-57.22917115,11600.69677,35,57,73.84164733,56.18547431,224.2056621,107.8252014,166.2553705,2009
2_5_0000a86819e5126f8698,5107875,789.4601391,26.23907489,192.7646586,76.26563504,-13.18052324,-58.65300088,13674.40361,40,57,310.6778681,50.59817493,214.5457789,102.5553378,1100.138007,2009
2_5_00000ec96abe580d125b,5101902,191.2997394,31.25839405,203.7752315,89.73807633,-12.49110199,-58.04440499,16019.59576,35,57,162.2862824,47.69636147,223.7331584,105.7088819,353.5860218,2009
2_5_000032c4db2beeb1dd6f,5104542,50.63905137,24.21410129,196.1941519,79.43376622,-12.13626808,-56.76653878,2908.76645,39,57,13.11241677,45.75351022,214.3228348,102.7535102,63.75146814,2009
2_5_0000a7ab2aa05b7ae3ba,5105101,0,,,,-10.93476898,-57.64464093,22732.22958,32,57,0.243897375,10.40587068,182.4058707,68.40587068,0.243897375,2009
2_5_0000d997b6c9dc0ec941,5106802,176.9035921,26.7878069,201.695029,85.30821465,-11.72753462,-56.75531256,6889.705692,55,58,45.05172441,47.49594636,217.2053329,105.803048,221.9553165,2009
2_5_0000937ef488606059a5,5107941,185.6905899,20.24943477,193.7334948,78.74140047,-11.26939383,-56.55094311,8480.919127,55,58,61.43334608,45.81094083,216.6867922,104.7652877,247.1239359,2009
2_5_0000dd9c18725a871edb,5104526,634.4743494,30.25161068,197.7334284,81.2150764,-12.04418996,-56.05237813,3479.762152,48,49,58.8638987,41.79737282,209.2349006,94.7727992,693.3382481,2009
2_5_0000308f6fd94af9283d,5106216,16.56503805,29.32561331,199.1466603,87.19907697,-10.70794678,-56.03666574,5990.075542,40,49,8.360536304,34.68060075,213.074263,93.64833941,24.92557435,2009
2_5_0000ea89f0438b066143,5100250,0.244931594,24.57072692,177.5707269,63.57072692,-10.06790215,-56.33306766,9013.246249,51,35,0.244584313,23.96792127,172.9679213,58.96792127,0.489515906,2009
2_5_00004423ec551d78f156,5106299,0.244729156,63.94846237,207.2484624,98.94846237,-9.576069518,-56.68569041,4815.779807,40,36,0.489474594,30.18995738,201.9899574,65.18995738,0.73420375,2009
2_5_00002a774448b37a4406,5103304,18.05399906,46.76888398,219.7516494,108.768884,-13.21649586,-59.74668519,21671.89884,26,49,36.27744967,43.80585566,220.7724707,105.6760306,54.33144873,2009
2_6_00005aff5522742dc03f,5106265,0.489389016,28.63717137,176.0371714,50.63717137,-9.728783116,-55.38762482,5815.080394,40,22,2.692102797,29.30093214,185.5351803,51.30093214,3.181491813,2010
2_6_0000a38a02d7adb1d54a,5104104,0.30899877,61.03928282,204.4892828,99.03928282,-9.77369888,-54.63528577,4754.11427,38,38,0.489593422,90.16677187,221.8917719,112.1667719,0.798592192,2010
2_6_0000f5028d3da3fc2087,5105606,2.38123752,45.12244724,202.2822886,70.64605305,-10.0746345,-54.3253825,5260.6138,29,38,3.179425797,66.5793182,195.6731615,88.5793182,5.560663316,2010
2_6_0000445524ee4146d4f1,5106422,0.733599484,41.36829614,198.1823594,63.36829614,-10.17570512,-53.50789511,14315.11726,29,35,1.711709813,49.83076792,202.7406248,71.83076792,2.445309297,2010
2_6_0000dc2d69eb619ae00f,5105580,0,,,,-10.87862668,-54.08955924,12330.14829,39,23,0.487740437,37.66608236,185.0660824,59.66608236,0.487740437,2010
2_6_0000137f8185e9645862,5107859,35.56231055,39.96196919,194.8691871,74.45072167,-11.45578641,-52.11790079,16781.53295,43,35,61.62744484,48.60853736,201.2279902,83.14865077,97.18975539,2010
2_6_0000c9cd78e3dc7229b5,5106190,1.939310354,50.5894854,194.2575471,72.5894854,-10.89210141,-54.88905984,2368.957071,40,22,4.116646801,85.7893044,225.9513816,107.7893044,6.055957155,2010
2_6_0000a7c339266c34043a,5108808,0.733303078,107.2991773,211.9491773,129.2991773,-10.29023017,-55.3337259,1118.405318,40,22,1.711335547,91.55062867,219.0006287,113.5506287,2.444638625,2010
2_6_0000f7f7ed2df2723c5c,5103205,0.244272266,26.36418886,162.3641889,48.36418886,-10.65853944,-55.4864395,3104.968237,40,22,0.732392797,101.6801837,212.5098544,123.6801837,0.976665063,2010
2_6_0000c783ea68e049a389,5104559,16.84416681,43.78249384,183.7658319,64.78249384,-11.1032055,-55.59647456,4549.253985,54,22,15.86990335,77.80673566,206.4844435,99.44804957,32.71407016,2010
2_6_00006a1dc3eec8d9b903,5103056,80.39574272,56.32530264,193.2087029,78.32530264,-11.44007373,-55.03728186,3866.018161,47,22,26.78190865,66.20754477,202.7175902,88.20754477,107.1776514,2010
2_6_000091b0220c7f13a109,5107909,312.2363672,41.73041956,185.6966833,63.72361874,-11.71405989,-55.50440581,3957.450188,47,22,42.78675994,65.20180786,199.6942055,86.64311524,355.0231272,2010
2_6_00001c54c272496761e1,5107248,143.1092552,48.79019116,191.7855959,70.79019116,-11.94313029,-54.92724197,3870.366973,47,22,31.11855948,73.1665989,202.3399517,95.1665989,174.2278147,2010
2_6_0000212db09c736a9e89,5108303,25.0645822,46.20776584,186.4270735,68.76261167,-11.51193896,-54.33659594,4600.237578,46,23,3.894451531,70.81511672,203.0401167,93.31511672,28.95903373,2010
2_6_0000ca93741c12e7e196,5103700,93.18520316,43.23276344,193.9941071,75.53965521,-11.97233355,-54.08505354,11507.3391,47,22,21.60725444,62.77683882,208.3084389,94.22194297,114.7924576,2010
2_6_000019f0640d85df838c,5106240,795.2675025,53.26633831,192.2490257,75.76209234,-12.97393351,-54.78350276,12754.7676,50,22,218.6431346,78.18568539,206.7388004,100.1856854,1013.910637,2010
2_6_00003435e1fc974d5667,5108501,423.3776545,43.27151631,191.2475237,73.28017766,-12.41025424,-55.35618379,2973.7934,35,34,43.87120403,68.57580078,204.2080025,97.7870507,467.2488585,2010
2_6_0000c701db318caaec1e,5107925,2510.581395,36.73986288,187.258152,66.25343194,-12.76285643,-55.70652675,9367.02827,46,22,205.093357,56.24033186,197.799658,83.81598203,2715.674752,2010
2_6_0000ea6b0f20abd21433,5107768,317.9663179,46.71271746,188.7541096,68.71271746,-13.85205027,-55.30228487,4749.942567,54,22,119.6322694,73.75207181,203.2663633,95.75207181,437.5985873,2010
2_6_00001e852d0dd44144a7,5106307,32.58781584,59.61616385,197.0801395,84.21646288,-13.86779518,-54.12100027,24256.23226,57,22,69.25156388,77.76519289,209.2986179,100.3007635,101.8393797,2010
2_6_0000ef331a3022791b58,5103858,41.57984291,37.83514506,194.7198515,72.48054571,-13.01886186,-53.4495119,16994.20033,43,34,71.09824573,62.66257413,213.6915689,117.2393645,112.6780886,2010
2_6_0000e0b247e362c9b125,5102702,89.65524259,42.345518,199.801705,80.13961267,-13.39615912,-52.48831705,10923.81367,43,34,68.96440609,67.75451981,211.7140766,102.7498675,158.6196487,2010
2_6_0000cf70af7797718866,5107065,78.37767379,48.69624651,200.6271193,85.67845658,-12.11828865,-52.71513685,17853.17773,43,34,226.8825399,80.70453566,215.7492865,118.289742,305.2602137,2010
2_6_000015e17b8b0f516065,5102694,5.853040672,31.48442791,184.2612346,66.48442791,-11.18854545,-51.82131314,3466.503525,42,35,4.633397953,31.41376805,194.8156798,66.41376805,10.48643862,2010
2_6_000019667622f6247e03,5106778,1.707555625,28.4040312,187.3093559,63.4040312,-10.83371092,-51.74718826,3988.122068,43,35,4.87866775,45.99646136,205.317611,80.99646136,6.586223375,2010
2_6_00001a98425a2f2a4044,5103353,0.976594219,34.64883871,183.6488387,69.64883871,-10.398028,-51.69779588,5825.039964,43,35,0.244157328,32.85101455,181.8510145,67.85101455,1.220751547,2010
2_6_0000e4547b4bb9ad04d0,5107776,2.443944875,8.096739962,193.4515302,59.09673996,-10.38455327,-50.76130111,6492.959664,30,51,4.399183,25.97335751,194.8204746,76.97335751,6.843127875,2010
2_6_000059bee336417acb78,5100359,0,,,,-11.81287458,-51.71800689,2249.210563,42,35,0.486325547,64.80522736,228.0552274,99.80522736,0.486325547,2010
2_6_00000270ecad8c7396c6,5101852,11.16350469,38.64604425,192.2276685,72.64604425,-12.21711645,-51.7539395,4290.761587,41,37,18.44928694,83.24372505,218.5786953,120.2179642,29.61279162,2010
2_6_0000599325b905cc7a0c,5107180,4.117817047,35.46921402,200.8150461,76.03923475,-12.86166431,-51.56753413,11398.41663,30,47,16.49040389,73.34100273,216.0683011,119.2960701,20.60822094,2010
2_6_0000914ff30a7448a9f0,5108600,1.712398406,43.75604788,187.2976489,78.75604788,-9.975819819,-51.36988178,7462.662941,42,45,3.424770297,38.65525466,187.832335,73.65525466,5.137168703,2010
2_6_0000284fcb045e32cc09,5213103,92.76837028,54.18454962,191.7956601,76.21327366,-17.64520136,-52.80726034,8918.677057,52,22,93.80842751,61.52157834,196.7328994,83.47551118,186.5767978,2010
2_6_0000c8f885d15a62afca,5107198,16.21214681,17.53563568,193.1381231,76.97263098,-16.50208036,-52.75106946,627.6958356,40,49,14.77929955,42.84646026,210.9614797,94.20466704,30.99144636,2010
2_6_0000d614b707521f8862,5108204,2.624001438,28.27034443,191.638237,77.27034443,-16.28199311,-52.89929148,2407.475885,42,49,21.70351694,64.73965737,215.0583777,113.7396574,24.32751837,2010
2_6_0000a55469c19114aecb,5101803,2.161882891,84.24115245,190.5035688,106.2411524,-15.35447899,-52.44789254,9112.684625,59,33,22.59455938,80.68131174,222.937435,127.7742949,24.75644228,2010
2_6_0000345cf55fda086442,5106174,0,,,,-14.2136398,-51.87521206,4051.919359,46,34,0.482706047,60.77344182,211.6234418,94.77344182,0.482706047,2010
2_6_00007f48dd4b4caa1456,5100201,25.56956738,49.39857343,202.8909206,84.1094523,-13.98230599,-52.48830834,7538.979584,46,34,31.77640191,58.24971579,208.7599495,95.33203601,57.34596929,2010
2_6_0000dcf1e0a383eb6653,5106257,9.128889234,73.12138375,204.713071,95.12138375,-14.62010984,-52.47259172,5564.129906,58,22,34.78149485,100.4172156,223.8976674,122.7607445,43.91038409,2010
2_6_0000c2e06bcf0cbd8141,5102603,0,,,,-14.41125129,-53.14183661,5988.885858,30,61,0.240380188,30.87754849,207.3275485,101.8775485,0.240380188,2010
2_6_00002b1c631d7df522ac,5106281,157.7059651,45.42399308,193.4994822,73.53285102,-15.08723379,-53.23842597,5052.617025,57,22,64.75122364,67.52695596,206.7730537,92.20607616,222.4571887,2010
2_6_00002a12eb64652d6054,5103908,113.2902967,55.72864517,195.4000487,77.69599228,-15.55884931,-53.44052788,3807.41337,57,22,66.73715516,76.75740505,207.8489635,99.31005007,180.0274519,2010
2_6_0000a018b45735917b0b,5108105,22.08535391,43.57210879,182.306589,66.57210879,-15.90470069,-53.44726381,4202.709936,54,23,38.93448091,94.63988742,213.7386155,117.6398874,61.01983482,2010
2_6_0000743392f358eccf24,5107008,70.7040048,54.79488966,197.4594775,82.68198313,-15.86201796,-54.18388234,6923.361049,54,23,32.16524873,80.36067134,205.6096756,103.1699615,102.8692535,2010
2_6_000098e15ac276eba6e3,5107040,435.6121065,44.4213693,191.7241356,72.42763968,-15.08947641,-54.2108318,5500.578559,69,22,308.4022346,73.47755156,203.4635589,98.52668963,744.0143411,2010
2_6_0000bdb8fec2bec935ec,5107792,327.0608365,53.22400375,193.2467693,75.71487743,-14.83121393,-53.66735105,3613.549184,69,22,84.79353343,67.55765143,206.5553358,89.58582508,411.85437,2010
2_6_0000d9cc9ac264951505,5106455,0.721963672,41.89456431,182.0605804,63.89456431,-14.60214353,-54.69143048,2464.97329,66,22,4.090844344,82.60255173,210.0525517,104.6025517,4.812808016,2010
2_6_00000299a420bcda4d53,5106208,0,,,,-14.7997729,-55.02601849,3274.985713,53,22,1.224760896,97.72753299,228.6575797,119.727533,1.224760896,2010
2_6_000048f95e9d96881972,5107701,2.626816905,74.01185884,201.029413,96.01185884,-14.77059852,-55.99189482,7543.432493,50,49,9.185705323,75.65810135,206.5055779,99.69811141,11.81252223,2010
2_6_0000a943d8e067a6b312,5106224,838.1347391,28.75625535,190.7931891,72.79166261,-13.65216917,-56.0972939,9579.93819,30,49,220.9765917,56.51672815,204.2718427,99.35442934,1059.111331,2010
2_6_0000f9c4c9a4c7914235,5105903,8.93465692,63.8475599,200.6460215,87.37560531,-14.35510683,-55.80759064,3918.843258,53,22,33.38331331,84.24425188,208.3243883,111.3227729,42.31797023,2010
2_6_000003d8fa3e919cc214,5103007,6.476782823,9.851724325,196.0157845,81.85172432,-15.09836622,-55.5425929,6511.484888,32,72,25.78922578,28.22816685,204.5107165,96.10908186,32.2660086,2010
2_6_00009f0e64f54ee33690,5102678,153.49458,-7.518016039,188.7833154,71.19195152,-15.32528734,-54.98112326,4799.235579,50,72,276.6145193,24.54256133,202.4652201,93.48555449,430.1090992,2010
2_6_000092dbc2173f3f1483,5107800,18.88104387,9.740550812,189.6773379,75.67733788,-16.47289897,-55.42581642,12183.40404,39,49,33.76897635,44.3705722,207.1235235,105.6700328,52.65002022,2010
2_6_0000b869feffefcd5395,5103601,38.20310712,0.690957832,193.1518227,75.85517867,-15.65317242,-54.77227885,2211.036023,35,72,19.16606402,2.379232635,194.9585706,78.23673923,57.36917113,2010
2_6_0000eba7d3dfdfd50375,5107602,62.66042972,26.69051691,191.2151606,75.23945539,-16.48860563,-54.68244732,4172.692801,35,49,145.6499524,63.31743842,208.232317,111.786073,208.3103821,2010
2_6_000008047e70a3f69008,5105200,24.34778848,9.819557839,196.1482435,80.81955784,-16.17419528,-54.94745033,2275.848781,32,71,43.21159281,43.38892325,206.5986941,114.3889232,67.55938129,2010
2_6_0000816d7b8f4e1759dd,5104807,38.69271139,-5.236297303,182.9059841,65.7637027,-15.91368385,-55.10914708,1682.809519,27,71,29.21364614,13.8642439,198.6414615,85.26845732,67.90635753,2010
2_6_000048959ee3b55d9f95,5104609,206.114187,38.25641815,197.2936678,82.29190788,-17.33751357,-54.60384474,8750.970009,42,47,207.7139946,62.45348525,209.2940843,104.2221125,413.8281816,2010
2_6_00004813377b4c00da4d,5106372,34.43221929,51.73373572,193.8256422,79.23373031,-16.79403283,-54.25574756,4122.319679,48,22,59.24931557,82.45248845,211.3603946,110.3346979,93.68153486,2010
2_6_000013b83de316c86a40,5104203,28.32567607,57.64319603,197.749736,81.04992849,-16.38529937,-53.59772354,5080.158715,52,22,94.0400466,90.41863621,212.6989847,112.1844272,122.3657227,2010
2_6_0000282e266c3d805111,5100409,29.7893178,56.11347538,192.1134754,78.11347538,-16.89733908,-53.5820111,3760.25818,52,22,99.64061882,87.83559804,208.2242374,109.835598,129.4299366,2010
2_6_00006363eaf98e56d147,5100300,4.634155138,60.04327957,199.2883631,82.04327957,-17.43407989,-53.47421327,5531.80258,52,22,11.65973132,99.39857642,212.4105832,121.3985764,16.29388646,2010
2_6_00005aa29eda6c0c5b8e,5100607,29.99709136,58.77582077,195.7221826,80.77582077,-17.83158698,-53.29904179,1420.760297,52,22,45.88119528,62.52797804,198.5751639,84.52797804,75.87828663,2010
2_6_0000ccf44785e9800c70,5102504,0.238814125,29.11534514,212.5653451,107.1153451,-16.47735363,-57.80858451,24660.53705,98,78,2.865489016,28.34010568,227.0800332,106.3401057,3.104303141,2010
2_6_00002509e234f7ae8f64,5103957,0.239081297,-1.060740192,193.9392598,79.93925981,-15.83732705,-58.31164107,856.9978026,52,63,0,,,,0.239081297,2010
2_6_0000d6083dbf64a6181e,5105507,1.925423016,,205.885982,99.77457053,-15.16358409,-60.01172331,13470.0364,55,72,11.31275295,,217.2890748,116.6708905,13.23817597,2010
2_6_00005198152ed9cc0c18,5106752,5.039859906,23.53689739,211.0843838,109.5368974,-15.59029035,-59.42555202,8587.818825,56,75,11.99916867,32.4107252,219.9340708,118.4107252,17.03902858,2010
2_6_0000785b8f5270ce2002,5106182,0.240657766,50.53503043,228.7850304,100.5350304,-14.28773318,-59.73774507,4751.907204,42,50,7.630001341,55.43325131,252.1814045,138.4027843,7.870659107,2010
2_6_00002237f8672488e11b,5102686,166.1226071,61.48664053,194.7468806,81.29621871,-13.58928631,-59.19199005,6826.707614,44,18,174.4999448,78.36166521,210.4686342,104.5911004,340.6225519,2010
2_6_00001be8c299f34ef885,5107958,50.37999612,48.36695066,192.2086732,77.76996715,-14.45392151,-58.36328985,11367.3752,40,36,87.12224017,58.89630307,204.2032554,97.17468946,137.5022363,2010
2_6_000087bfe419fe4d9583,5108352,0,,,,-14.93002861,-58.95842808,1939.944373,36,74,0.315014699,46.40628767,222.8562877,117.4062877,0.315014699,2010
2_6_0000863b68e3034c36f8,5101704,0,,,,-14.86265497,-58.73834083,625.9854241,32,71,0.254650814,40.26290676,216.7129068,111.2629068,0.254650814,2010
2_6_0000f433f0ffc8c197c6,5102637,834.5030813,48.66823309,193.2617017,77.68875504,-13.66114864,-57.93210245,9469.670153,37,28,362.4554019,69.50833289,208.4733429,106.4551141,1196.958483,2010
2_6_000059430e74fbb945ef,5106232,2.050944873,47.82884493,206.3883499,93.69359727,-14.79078974,-57.37739318,1555.385821,28,49,6.322681821,84.58419301,214.6737539,109.2237539,8.373626695,2010
2_6_000076b36ae96b568198,5107263,0,,,,-14.45392151,-57.34595214,1177.843716,73,18,0.244319713,70.44952784,216.6995278,88.44952784,0.244319713,2010
2_6_00006e98dd45959364af,5108857,5.81903009,76.98417979,199.4936314,94.98417979,-14.28773318,-57.24264588,1946.604291,73,18,2.85328884,95.03135661,205.2958716,113.0313566,8.67231893,2010
2_6_0000668d9233573f1564,5103502,465.1036152,49.51704954,196.7057134,82.70319091,-14.07439342,-56.74633023,8262.06806,39,48,356.0616021,69.82087031,209.2271371,105.36036,821.1652174,2010
2_6_0000564e8393dce4a58c,5106000,24.64382883,44.28625981,195.883571,81.27831537,-14.3416321,-56.72162302,1353.741965,32,48,13.42976781,65.21701581,203.7844169,100.0342817,38.07359664,2010
2_6_00005e6885c44ea9c547,5103452,0.060371702,75.3746866,207.3746866,93.3746866,-14.7234161,-56.96416815,1312.413078,54,18,1.201805047,97.00593563,260.0059356,146.0059356,1.262176749,2010
2_6_0000341abda13a80eda4,5100508,0,,,,-14.76384028,-56.65424937,1852.614004,42,49,14.81775312,68.28478863,216.8993537,116.2847886,14.81775312,2010
2_6_000013cc5b2cdbe6f8be,5106851,0,,,,-15.52740828,-57.21120485,2052.222797,48,49,0.239810438,28.04538209,202.8453821,66.04538209,0.239810438,2010
2_6_00009ac5de89516b5c91,5105234,0,,,,-15.35672837,-57.7726519,1770.349784,39,49,0.959016578,49.6777968,241.8027968,120.6777968,0.959016578,2010
2_6_000051cedcd395e277f3,5105259,991.4541162,15.7544891,184.2532143,64.74954663,-13.02110863,-56.14220966,3677.019293,30,49,36.21819682,32.71987015,196.4978339,82.36648545,1027.672313,2010
2_6_0000da5f1af3773087cb,5108006,423.2650686,24.71154906,191.2191759,72.76902205,-12.55847626,-56.52848523,4528.999824,30,49,99.72766808,46.67404727,201.7033972,94.35670059,522.9927367,2010
2_6_0000aff78e883355f0d1,5107305,119.4439765,30.2791185,193.8103535,79.3102602,-13.59153884,-56.80247139,4553.800462,39,49,74.73048638,57.79915138,210.8553739,103.2661198,194.1744629,2010
2_6_000011f6dc31e15bd13c,5108907,72.81575707,35.19169218,195.3811445,80.75222755,-12.7897831,-57.22917115,11600.69677,35,49,112.2610223,59.74135569,209.7590786,107.1156441,185.0767793,2010
2_6_0000a86819e5126f8698,5107875,778.3100794,48.5171389,189.2348566,74.53201473,-13.18052324,-58.65300088,13674.40361,40,28,316.0006316,73.51598614,206.430346,99.57252268,1094.310711,2010
2_6_00000ec96abe580d125b,5101902,199.9485687,39.21780904,194.7773121,78.21780904,-12.49110199,-58.04440499,16019.59576,35,39,220.6363733,66.77098627,211.7667704,105.7709863,420.5849421,2010
2_6_000032c4db2beeb1dd6f,5104542,69.20211067,36.69377576,185.341208,63.24459941,-12.13626808,-56.76653878,2908.76645,39,22,20.3813239,56.15495981,200.515887,81.10701188,89.58343457,2010
2_6_0000d997b6c9dc0ec941,5106802,209.4911689,46.24704814,187.7417747,67.72117857,-11.72753462,-56.75531256,6889.705692,55,21,28.55991157,68.25706674,206.7375263,89.13954468,238.0510804,2010
2_6_0000937ef488606059a5,5107941,180.1686095,47.389248,187.5455982,68.37803198,-11.26939383,-56.55094311,8480.919127,55,21,58.2571417,77.72742507,207.1845348,98.72742507,238.4257512,2010
2_6_0000dd9c18725a871edb,5104526,668.1407512,48.78355114,190.2654616,70.25973363,-12.04418996,-56.05237813,3479.762152,48,21,72.45019714,60.73909006,196.7068207,81.75593952,740.5909484,2010
2_6_0000308f6fd94af9283d,5106216,15.10391461,61.53562306,196.9592504,82.53562306,-10.70794678,-56.03666574,5990.075542,40,21,9.123449896,73.94318238,209.2466526,94.94318238,24.22736451,2010
2_6_00004423ec551d78f156,5106299,0,,,,-9.576069518,-56.68569041,4815.779807,40,22,0.489461563,46.41507365,182.4150736,68.41507365,0.489461563,2010
2_6_00002a774448b37a4406,5103304,21.07275565,37.37247164,196.7601704,83.80767799,-13.21649586,-59.74668519,21671.89884,26,46,34.95205523,51.26727095,211.2499912,101.239545,56.02481088,2010
2_7_00005aff5522742dc03f,5106265,0.733872281,18.47112978,195.8244331,75.47112978,-9.728783116,-55.38762482,5815.080394,40,57,1.712948563,31.3299332,209.8621177,86.3299332,2.446820844,2011
