system:index,Muni_code_median,Muni_code_sum,count,double_area_km2_median,double_area_km2_sum,double_delay_median,double_delay_sum,double_harvest_median,double_harvest_sum,double_plant_median,double_plant_sum,label,latitude_median,latitude_sum,longitude_median,longitude_sum,onset_historicalRange_median,onset_historicalRange_sum,onset_median,onset_sum,single_area_km2_median,single_area_km2_sum,single_delay_median,single_delay_sum,single_harvest_median,single_harvest_sum,single_plant_median,single_plant_sum,total_planted_area_km2_median,total_planted_area_km2_sum,year_median,year_sum
10_+4340+4452,5106240,1.57E+10,3080,0.241541844,168.1051352,18.22032211,13097.761,197.7564183,138470.011,81.22032211,56945.761,20117350,-13.62522566,-41965.69504,-54.87558511,-169016.8021,57,175560,63,194040,0.241528438,29.70786353,27.67473593,3463.285095,206.7375975,25556.3351,90.67473593,11212.2851,0.241541844,197.8129987,2014,6203120
10_+4340+4507,5106307,1.54E+10,3025,0.2413145,32.82025673,17.51236898,2669.280047,191.8721077,26401.68005,77.51236898,10829.28005,19358950,-13.87450815,-41970.38716,-54.87558511,-165998.645,57,172425,60,181500,0.241357547,9.412780516,33.81063622,1287.902765,208.7451408,8216.402765,93.81063622,3627.902765,0.241343969,42.23303725,2014,6092350
10_+4340+4563,5106307,1.57E+10,3080,0.24095375,33.73454817,24.20405562,3340.610038,201.7671877,28049.36004,87.20405562,12160.61004,11606650,-14.12379064,-43501.27518,-54.87558511,-169016.8021,65,200200,63,194040,0.240909484,13.01057848,41.39045934,2119.891944,211.2535399,11447.04194,104.3904593,5521.891944,0.240939781,46.74512666,2014,6203120
10_+4340+4619,5106455,1.57E+10,3080,0.240676734,15.64489302,27.2648616,2076.337683,205.1634831,13588.13768,88.2648616,6041.337683,8638110,-14.37531892,-44275.98228,-54.87558511,-169016.8021,66,203280,61,187880,0.24068857,7.70203075,46.75872854,1528.427669,221.9871772,7114.177669,107.7587285,3480.427669,0.240681469,23.34692377,2014,6203120
10_+4340+4674,5106455,1.54E+10,3025,0.240593602,0.481187203,38.74702226,77.49404451,216.5970223,433.1940445,99.74702226,199.4940445,8449566,-14.62460141,-44239.41928,-54.87558511,-165998.645,47,142175,61,184525,0.240610266,3.6090825,49.28144078,781.6297165,221.2716932,3378.129717,110.2814408,1696.629717,0.240610266,4.090269703,2014,6092350
10_+4340+4730,5106208,1.57E+10,3080,,0,,0,,0,,0,15724098,-14.87388391,-45811.56243,-54.87558511,-169016.8021,66,203280,61,187880,,0,,0,,0,,0,,0,2014,6203120
10_+4340+4786,5102678,1.57E+10,3080,0.239860313,5.516851516,19.79621305,582.3908945,197.9127105,4664.390895,80.79621305,1985.390895,9828358,-15.12541219,-46586.26953,-54.87558511,-169016.8021,50,154000,61,187880,0.239867789,22.54990714,33.88916047,4068.738265,210.419413,20322.08827,94.88916047,9802.738265,0.239865297,28.06675866,2014,6203120
10_+4340+4841,5102678,1.54E+10,3025,0.239680062,4.074316172,16.89755143,354.4675629,191.4790889,3318.167563,76.89755143,1374.467563,23493522,-15.37469468,-46508.4514,-54.87558511,-165998.645,44,133100,60,181500,0.239624609,41.21866086,14.39819662,4258.040984,187.834756,33909.59098,74.39819662,14578.04098,0.239629656,45.29297703,2014,6092350
10_+4340+4897,5103601,1.57E+10,3080,,0,,0,,0,,0,22451754,-15.62397717,-48121.84968,-54.87558511,-169016.8021,35,107800,60,184800,0.239497938,8.382554547,17.57755479,992.4151799,191.5775548,7062.46518,77.57755479,3092.41518,0.239497938,8.382554547,2014,6203120
10_+4340+4953,5103601,1.57E+10,3080,,0,,0,,0,,0,22739597,-15.87550545,-48896.55678,-54.87558511,-169016.8021,32,98560,60,184800,,0,,0,,0,,0,,0,2014,6203120
10_+4340+5008,5105200,1.54E+10,3025,0.238929844,0.238929844,3.991776002,3.991776002,177.991776,177.991776,63.991776,63.991776,23316290,-16.12478794,-48777.48352,-54.87558511,-165998.645,32,96800,60,181500,0.238919352,0.477838703,22.7656052,45.5312104,192.4906052,384.9812104,82.7656052,165.5312104,0.238924594,0.716768547,2014,6092350
10_+4340+5064,5107602,1.57E+10,3080,0.238633922,0.715896453,38.18777385,97.39798046,220.6377738,667.5479805,115.1877738,328.3979805,27623340,-16.37407043,-50432.13693,-54.87558511,-169016.8021,43,132440,77,237160,0.238633922,1.670442813,38.26943065,220.5084723,222.4032461,1543.258472,115.2694307,759.5084723,0.238633922,2.386339266,2014,6203120
10_+4340+5120,5107602,1.57E+10,3080,0.238187047,4.525050094,24.55172959,340.1580993,207.0017296,3875.108099,101.5517296,1803.158099,32262100,-16.62559871,-51206.84403,-54.87558511,-169016.8021,43,132440,77,237160,0.238246844,36.20961028,27.61680179,4297.576545,210.3727081,32163.92655,104.6168018,16001.57655,0.238241406,40.73466038,2014,6203120
10_+4340+5175,5107800,1.55E+10,3025,0.237830156,16.41296489,7.853152866,853.5179988,199.6253966,13847.268,84.85315287,6166.517999,26823608,-16.8748812,-51046.51563,-54.87558511,-165998.645,28,84700,77,232925,0.237902031,43.29957139,23.88688469,4241.297736,208.0652389,38085.59774,100.8868847,18255.29774,0.237885469,59.71253628,2014,6092350
10_+4340+5231,5104609,1.57E+10,3080,0.237531867,8.077558203,-2.175410702,-11.43416377,194.0286448,6638.315836,79.8245893,2776.565836,25670904,-17.12416369,-52742.42417,-54.87558511,-169016.8021,35,107800,82,252560,0.237545906,55.58880041,18.76014209,4730.116672,204.7707247,48385.36667,100.7601421,23918.11667,0.237545906,63.66635861,2014,6203120
10_+4340+5287,5104609,1.57E+10,3080,0.23726643,27.52465517,15.46609237,1384.020367,206.5873447,23792.27037,97.46609237,10896.02037,24845744,-17.37569197,-53517.13127,-54.87558511,-169016.8021,42,129360,82,252560,0.237286313,60.97958467,16.31760561,4692.554989,206.3620297,54158.25499,98.31760561,25766.55499,0.237280625,88.50423984,2014,6203120
10_+4341+5292,5104609,1.99E+08,39,,0,,0,,0,,0,23345168,-17.50819348,-682.8779361,-54.73185466,-2134.465975,28,1092,58,2262,,0,,0,,0,,0,,0,2014,78546
10_+4356+5288,5104609,1.02E+07,2,,0,,0,,0,,0,23345168,-17.5037019,-35.0074038,-54.68469311,-109.3693862,28,56,58,116,,0,,0,,0,,0,,0,2014,4028
10_+4359+5288,5104609,5104609,1,,0,,0,,0,,0,23345168,-17.5037019,-17.5037019,-54.66897259,-54.66897259,28,28,58,58,,0,,0,,0,,0,,0,2014,2014
10_+4360+5287,5104609,1.53E+10,2996,0.237314672,23.25689895,19.92259328,2460.237295,194.3521157,19193.68729,77.92259328,8144.237295,22500016,-17.36895461,-52041.38102,-54.63303998,-163668.4066,23,68908,58,173768,0.237354328,65.5018385,43.76002067,12229.2737,207.3548472,57543.8237,101.7600207,28237.2737,0.237343,88.75873745,2014,6033944
10_+4396+3561,5104104,1.36E+10,2673,,0,,0,,0,,0,7492320,-9.643443164,-25772.3242,-54.62854841,-146021.1532,40,106920,33,88209,,0,,0,,0,,0,,0,2014,5383422
10_+4396+3617,5104104,1.60E+10,3136,,0,,0,,0,,0,11218284,-9.87475935,-30967.24532,-54.62630262,-171308.085,29,90944,33,103488,0.244683359,0.978753031,79.36343352,327.1473567,217.8134335,880.9473567,112.3634335,459.1473567,0.244683359,0.978753031,2014,6315904
10_+4396+3673,5105606,1.60E+10,3136,,0,,0,,0,,0,10810140,-10.12628763,-31756.03801,-54.62630262,-171308.085,29,90944,33,103488,0.244556,0.489112,59.98278441,119.9655688,198.4327844,396.8655688,92.98278441,185.9655688,0.244556,0.489112,2014,6315904
10_+4396+3728,5106422,1.57E+10,3080,0.244382211,1.466142219,63.74134165,408.7685408,209.0080964,1262.268541,96.74134165,606.7685408,11658816,-10.37557012,-31956.75597,-54.62630262,-168249.0121,29,89320,33,101640,0.244392453,10.01949698,60.15268053,2395.86647,206.4312252,8585.31647,93.15268053,3748.86647,0.244392453,11.4856392,2014,6203120
10_+4396+3784,5106190,1.60E+10,3136,,0,,0,,0,,0,12109824,-10.62485261,-33319.53779,-54.62630262,-171308.085,39,122304,60,188160,,0,,0,,0,,0,,0,2014,6315904
10_+4396+3840,5105580,1.60E+10,3136,0.243951422,2.683562375,30.66847875,350.2691294,197.9809366,2195.869129,90.66847875,1010.269129,17787588,-10.87638089,-34108.33048,-54.62630262,-171308.085,40,125440,60,188160,0.243953219,2.439618203,37.09773905,349.0429854,204.7567283,2051.992985,97.09773905,949.0429854,0.243951422,5.123180578,2014,6315904
10_+4396+3895,5105580,1.57E+10,3080,0.243791922,1.950440891,23.3352529,169.601167,203.0277457,1622.651167,86.3352529,673.601167,18039840,-11.12566338,-34267.04322,-54.62630262,-168249.0121,44,135520,63,194040,0.243806547,2.194323859,20.03721169,180.3107065,197.0372117,1793.260707,83.03721169,747.3107065,0.243806547,4.14476475,2014,6203120
10_+4396+3951,5108303,1.60E+10,3136,0.243487141,9.255209328,23.00078151,836.6780529,195.8668966,7517.078053,86.00078151,3230.678053,18100992,-11.37494587,-35671.83026,-54.62630262,-171308.085,47,147392,63,197568,0.243536117,4.871025562,25.79998766,550.9262174,204.0293844,4065.276217,88.79998766,1810.926217,0.243522961,14.12623489,2014,6315904
10_+4396+4007,5107248,3.17E+10,6216,0.243411313,43.56724398,15.39013911,2820.659594,194.7647662,34976.20959,79.39013911,14276.65959,18364710,-11.62647415,-72270.16334,-54.74982097,-340324.8871,47,292152,64,397824,0.243403703,31.88413191,18.12800089,2631.915149,200.3034833,26363.16515,82.12800089,11015.91515,0.2434075,75.45137589,2014,1.25E+07
10_+4396+4062,5107248,1.57E+10,3080,0.243106063,35.74068705,15.60663554,2134.837481,194.7043519,28574.43748,79.60663554,11542.83748,18429684,-11.87575665,-36577.33047,-54.62630262,-168249.0121,47,144760,64,197120,0.24314325,15.56172503,19.27131974,1297.297286,198.4006316,12868.84729,83.27131974,5393.297286,0.243117813,51.30241208,2014,6203120
10_+4396+4118,5103700,1.60E+10,3136,0.242848063,15.30139353,15.86539754,895.2578929,192.5853726,12074.75789,78.86539754,4864.257893,18747300,-12.12503914,-38024.12273,-54.62630262,-171308.085,47,147392,63,197568,0.242848063,6.314097406,19.03606925,535.3704401,198.0025115,5157.32044,82.03606925,2173.37044,0.242848063,21.61549094,2014,6315904
10_+4396+4173,5103700,1.57E+10,3080,0.242726922,32.28330095,14.88668154,2149.322803,193.1339896,25738.7728,77.88668154,10528.3228,18669300,-12.37432163,-38112.91061,-54.62630262,-168249.0121,44,135520,63,194040,0.242771492,7.767845828,17.68214111,658.6798684,194.9017614,6268.529868,80.68214111,2674.679868,0.242739094,40.05114678,2014,6203120
10_+4396+4229,5106240,1.60E+10,3136,0.242409953,7.030306812,25.71976401,747.7466912,209.9227102,6083.096691,88.71976401,2574.746691,20069950,-12.62360412,-39587.62252,-54.62630262,-171308.085,47,147392,63,197568,0.242401594,0.242401594,41.47260618,41.47260618,232.7226062,232.7226062,104.4726062,104.4726062,0.242409953,7.272708406,2014,6315904
10_+4396+4285,5106240,1.60E+10,3136,0.242355578,2.181090766,16.38278262,137.8203321,201.4432158,1810.620332,79.38278262,704.8203321,20382000,-12.8751324,-40376.4152,-54.62630262,-171308.085,50,156800,63,197568,0.242307164,0.484614328,24.12388473,48.24776946,215.3738847,430.7477695,87.12388473,174.2477695,0.242355578,2.665705094,2014,6315904
10_+4396+4340,5106240,1.57E+10,3080,0.241933484,9.919789781,16.97566999,749.4720512,201.7334771,8309.672051,80.97566999,3373.472051,20437300,-13.12441489,-40423.19786,-54.62630262,-168249.0121,58,178640,64,197120,0.241955141,5.081022516,26.66684575,603.0026803,202.1328216,4278.30268,90.66684575,1947.00268,0.241950813,15.0008123,2014,6203120
10_+4396+4396,5106240,1.60E+10,3136,0.241789609,45.45537537,14.30114924,3227.370016,195.0442752,36985.02002,77.30114924,15071.37002,20002800,-13.37369738,-41939.91499,-54.62630262,-171308.085,58,181888,63,197568,0.241783031,16.44062147,36.04130028,3231.667942,214.1598232,15219.21794,99.04130028,7515.667942,0.241789609,61.89599684,2014,6315904
10_+4396+4452,5106307,1.60E+10,3136,0.2415195,10.86926705,19.22429121,851.8283184,199.3736377,9007.178318,83.22429121,3731.828318,19718400,-13.62522566,-42728.70767,-54.62630262,-171308.085,50,156800,64,200704,0.241590875,6.280217359,26.25469962,686.8813121,209.472106,5437.431312,90.25469962,2350.881312,0.2415195,17.14948441,2014,6315904
10_+4396+4507,5106307,1.57E+10,3080,0.241275875,9.892550453,18.66464527,833.3280907,197.11065,8133.078091,81.66464527,3416.328091,19880350,-13.87450815,-42733.48511,-54.62630262,-168249.0121,65,200200,63,194040,0.241294063,3.378121125,27.86786844,367.6205772,210.8943907,2948.220577,90.86786844,1249.620577,0.241280422,13.27067158,2014,6203120
10_+4396+4563,5106307,1.60E+10,3136,,0,,0,,0,,0,19698650,-14.12379064,-44292.20746,-54.62630262,-171308.085,65,203840,63,197568,,0,,0,,0,,0,,0,2014,6315904
10_+4396+4619,5106307,1.60E+10,3136,0.240705141,6.498953344,8.909001887,216.2367257,186.9920199,5092.286726,69.90900189,1863.236726,8943207,-14.37531892,-45081.00014,-54.62630262,-171308.085,66,206976,61,191296,0.24068857,5.776525609,19.29890228,593.9366988,194.2989023,4779.686699,80.29890228,2057.936699,0.240700406,12.27547895,2014,6315904
10_+4396+4674,5106455,1.57E+10,3080,0.240557828,0.240557828,24.58634641,24.58634641,199.5863464,199.5863464,85.58634641,85.58634641,10647850,-14.62460141,-45043.77236,-54.62630262,-168249.0121,66,203280,61,187880,0.240574531,1.443447188,39.26822986,225.3318514,224.2407759,1315.231851,100.2682299,591.3318514,0.240572141,1.684005016,2014,6203120
10_+4396+4730,5106208,1.60E+10,3136,,0,,0,,0,,0,21772400,-14.87388391,-46644.49993,-54.62630262,-171308.085,65,203840,61,191296,0.240134547,1.440807234,30.58772686,212.4061569,216.110138,1279.506157,91.58772686,578.4061569,0.240134547,1.440807234,2014,6315904
10_+4396+4786,5102678,1.60E+10,3136,0.239912539,14.87522733,25.86672205,1755.287103,208.3593631,12991.4871,88.86672205,5661.287103,13625535,-15.12541219,-47433.29261,-54.62630262,-171308.085,65,203840,63,197568,0.239910063,63.81396109,38.18789147,10848.80763,212.1892366,57024.50763,101.1878915,27606.80763,0.239910063,78.68918842,2014,6315904
10_+4396+4841,5103601,1.57E+10,3080,0.239705203,15.57942858,33.22014706,2020.585951,203.7647168,13282.13595,93.22014706,5920.585951,22699794,-15.37469468,-47354.05961,-54.62630262,-168249.0121,43,132440,60,184800,0.239760406,27.32812594,28.61115142,3641.512122,203.7437256,23397.71212,88.61115142,10481.51212,0.239725297,42.90755452,2014,6203120
10_+4396+4897,5103601,1.60E+10,3136,0.239490305,8.621538375,14.39873227,596.8378817,189.3784305,6920.687882,74.39873227,2756.837882,23112240,-15.62397717,-48996.7924,-54.62630262,-171308.085,42,131712,60,188160,0.239492844,2.634339719,11.7884687,279.8921105,185.7884687,2139.74211,71.7884687,939.8921105,0.239492844,11.25587809,2014,6315904
10_+4396+4953,5107008,1.60E+10,3136,,0,,0,,0,,0,23749770,-15.87550545,-49785.58508,-54.62630262,-171308.085,32,100352,59,185024,0.239132984,0.478265969,25.96955535,51.9391107,206.0945554,412.1891107,84.96955535,169.9391107,0.239132984,0.478265969,2014,6315904
10_+4396+5008,5105200,1.57E+10,3080,,0,,0,,0,,0,23806255,-16.12478794,-49664.34685,-54.62630262,-168249.0121,32,98560,59,181720,,0,,0,,0,,0,,0,2014,6203120
10_+4396+5064,5107602,1.60E+10,3136,0.238495016,1.669427484,8.781325442,67.09414724,197.7813254,1381.544147,83.78132544,592.0941472,24275515,-16.37407043,-51349.08487,-54.62630262,-171308.085,37,116032,75,235200,0.238470852,0.476941703,3.025670409,6.051340817,199.1506704,398.3013408,78.02567041,156.0513408,0.238495016,2.146369188,2014,6315904
10_+4396+5120,5107602,1.60E+10,3136,0.238176156,8.812867734,12.70465702,458.1908366,201.1893572,7416.890837,89.70465702,3307.190837,31184595,-16.62559871,-52137.87755,-54.62630262,-171308.085,30,94080,77,241472,0.238143453,14.05017763,24.65653639,1450.663106,208.1273716,12417.56311,101.6565364,5993.663106,0.238148906,22.86304536,2014,6315904
10_+4396+5175,5107602,1.57E+10,3080,0.237835703,31.15821234,7.294035569,1113.543392,194.0205739,25370.74339,84.29403557,11200.54339,28539716,-16.8748812,-51974.6341,-54.62630262,-168249.0121,35,107800,77,237160,0.237846766,16.88769739,20.78023782,1491.715589,207.886971,14759.16559,97.78023782,6958.715589,0.237841234,48.04590973,2014,6203120
10_+4396+5231,5104609,1.60E+10,3136,0.237529063,32.3113473,20.81151698,3148.023568,193.9700183,26531.47357,78.81151698,11036.02357,24490312,-17.12416369,-53701.37734,-54.62630262,-171308.085,29,90944,58,181888,0.237643867,76.03785897,40.74943192,13594.5607,207.2117035,67258.0107,98.74943192,32154.5607,0.237615922,108.3492063,2014,6315904
10_+4441+5323,5104609,6.11E+09,1196,,0,,0,,0,,0,23345168,-17.56209239,-21012.39226,-54.32761279,-64981.73132,28,33488,58,69368,,0,,0,,0,,0,,0,2014,2408744
10_+4452+3561,5104104,1.25E+10,2444,,0,,0,,0,,0,11642136,-9.652426317,-23586.82886,-54.37702013,-132896.5658,38,92872,33,80652,,0,,0,,0,,0,,0,2014,4922216
10_+4452+3617,5104104,1.60E+10,3136,,0,,0,,0,,0,11248380,-9.87475935,-30967.24532,-54.37477434,-170519.2923,29,90944,33,103488,,0,,0,,0,,0,,0,2014,6315904
10_+4452+3673,5105606,1.60E+10,3136,,0,,0,,0,,0,11078144,-10.12628763,-31756.03801,-54.37477434,-170519.2923,29,90944,33,103488,,0,,0,,0,,0,,0,2014,6315904
10_+4452+3728,5106422,1.57E+10,3080,,0,,0,,0,,0,11916960,-10.37557012,-31956.75597,-54.37477434,-167474.305,27,83160,35,107800,,0,,0,,0,,0,,0,2014,6203120
10_+4452+3784,5105580,1.60E+10,3136,,0,,0,,0,,0,12384240,-10.62485261,-33319.53779,-54.37477434,-170519.2923,39,122304,60,188160,,0,,0,,0,,0,,0,2014,6315904
10_+4452+3840,5105580,1.60E+10,3136,0.243999477,0.487998953,20.21360528,40.42721055,197.0636053,394.1272106,80.21360528,160.4272106,17864028,-10.87638089,-34108.33048,-54.37477434,-170519.2923,40,125440,60,188160,0.244044328,1.464165469,32.11279213,193.7944171,198.6435462,1212.144417,92.11279213,553.7944171,0.244044328,1.952164422,2014,6315904
10_+4452+3895,5105580,1.57E+10,3080,0.243692656,1.218591719,30.67626384,154.507408,210.1086783,1040.907408,91.67626384,459.507408,18379998,-11.12566338,-34267.04322,-54.37477434,-167474.305,40,123200,61,187880,0.243758969,2.194038188,45.00331807,392.5865911,211.4533181,1944.786591,106.0033181,941.5865911,0.243747938,3.412629906,2014,6203120
10_+4452+3951,5108303,1.60E+10,3136,0.243502234,8.036111141,24.06485372,848.48945,201.1101827,6586.43945,85.06485372,2861.48945,18055128,-11.37494587,-35671.83026,-54.37477434,-170519.2923,43,134848,61,191296,0.243517313,3.409443453,29.78623074,430.3747646,206.9000694,2908.874765,90.78623074,1284.374765,0.243509781,11.44555459,2014,6315904
10_+4452+4007,5108303,1.60E+10,3136,0.243392266,19.47029362,22.20541248,1904.352379,198.4080264,16038.70238,85.20541248,6944.352379,18456438,-11.62647415,-36460.62295,-54.37477434,-170519.2923,46,144256,63,197568,0.243309938,12.16790683,29.40993641,1440.446883,206.4099364,10350.29688,92.40993641,4590.446883,0.243392266,31.63820045,2014,6315904
10_+4452+4062,5107248,1.57E+10,3080,0.243119781,13.13009975,21.28649242,1198.124588,196.2884628,10599.37459,84.28649242,4600.124588,18387642,-11.87575665,-36577.33047,-54.37477434,-167474.305,47,144760,63,194040,0.243090359,5.835218031,25.50416547,647.8389023,202.5041655,4895.838902,88.50416547,2159.838902,0.243109984,18.96531778,2014,6203120
10_+4452+4118,5103700,1.60E+10,3136,0.242880156,9.959468953,20.44736314,944.6404086,201.2563349,8304.240409,83.44736314,3527.640409,18950100,-12.12503914,-38024.12273,-54.37477434,-170519.2923,34,106624,63,197568,0.242886156,5.829703719,28.5928953,687.0350253,203.1576646,4923.635025,91.5928953,2199.035025,0.242884156,15.78917267,2014,6315904
10_+4452+4173,5106240,1.57E+10,3080,0.242661766,24.51287755,6.911655608,1034.738233,190.2113931,19401.93823,69.91165561,7397.738233,19252300,-12.37432163,-38112.91061,-54.37477434,-167474.305,26,80080,63,194040,0.242775531,9.9525975,18.53337972,715.8421104,203.4209945,8289.19211,81.53337972,3298.84211,0.242671969,34.46547505,2014,6203120
10_+4452+4229,5106240,1.60E+10,3136,0.242526203,0.727574484,19.09106467,55.63292836,196.0910647,586.6329284,82.09106467,244.6329284,21216000,-12.62360412,-39587.62252,-54.37477434,-170519.2923,42,131712,63,197568,0.242522078,0.727566219,25.31840797,80.99833458,207.8734476,631.9483346,88.31840797,269.9983346,0.242524141,1.455140703,2014,6315904
10_+4452+4285,5106240,1.60E+10,3136,0.242319898,1.453910969,19.50425067,92.86772785,210.7542507,1226.117728,82.50425067,470.8677278,20796000,-12.8751324,-40376.4152,-54.37477434,-170519.2923,39,122304,63,197568,0.242305172,0.242305172,10.33795302,10.33795302,187.337953,187.337953,73.33795302,73.33795302,0.242317797,1.696216141,2014,6315904
10_+4452+4340,5106307,1.57E+10,3080,,0,,0,,0,,0,20397800,-13.12441489,-40423.19786,-54.37477434,-167474.305,57,175560,63,194040,,0,,0,,0,,0,,0,2014,6203120
10_+4452+4396,5106307,1.60E+10,3136,0.241728094,29.73452461,15.84813423,1988.866945,196.6194573,24158.86694,78.84813423,9737.866945,20778800,-13.37369738,-41939.91499,-54.37477434,-170519.2923,51,159936,63,197568,0.241708266,9.185500562,25.04288934,1379.595849,212.1916842,8233.845849,88.04288934,3773.595849,0.241719281,38.92002517,2014,6315904
10_+4452+4452,5106307,1.60E+10,3136,0.241617539,1.932989078,20.33381174,149.0183996,198.9195991,1587.8184,83.33381174,653.0183996,20066000,-13.62522566,-42728.70767,-54.37477434,-170519.2923,58,181888,63,197568,0.241488156,2.173870547,35.65175477,307.7758097,214.2493228,1986.27581,98.65175477,874.7758097,0.241613094,4.106859625,2014,6315904
10_+4452+4563,5106307,3.17E+10,6216,0.241083453,6.990814062,24.34918149,716.4197701,201.9069399,5877.91977,87.34918149,2543.41977,19908000,-14.00027229,-87025.69257,-54.37477434,-337993.5973,69,416584,63,391608,0.241074219,15.90823253,23.43470309,1809.743975,204.620377,13605.74398,86.43470309,5967.743975,0.241078844,22.89904659,2014,1.25E+07
10_+4452+4619,5106307,1.60E+10,3136,0.240714594,10.59250987,15.02666618,678.1616876,197.8096038,8671.361688,78.02666618,3450.161688,19745700,-14.37531892,-45081.00014,-54.37477434,-170519.2923,66,206976,63,197568,0.240726406,11.55533603,26.88273337,1372.810521,210.7446549,10085.41052,89.88273337,4396.810521,0.240719313,22.14784591,2014,6315904
10_+4452+4674,5106455,1.57E+10,3080,0.240562609,3.126906312,20.1208964,274.0627777,203.0551934,2637.762778,83.1208964,1093.062778,21164100,-14.62460141,-45043.77236,-54.37477434,-167474.305,68,209440,63,194040,0.240581687,4.089883781,25.20957605,509.8553295,205.2583609,3484.655329,88.20957605,1580.855329,0.240569758,7.216790094,2014,6203120
10_+4452+4730,5107040,1.60E+10,3136,0.240242008,1.441207203,38.80784911,252.2818772,207.2578491,1288.631877,101.8078491,630.2818772,21868701,-14.87388391,-46644.49993,-54.37477434,-170519.2923,65,203840,63,197568,0.240146797,26.17816417,46.8091813,5483.250892,213.971177,23790.15089,109.8091813,12350.25089,0.240146797,27.61937137,2014,6315904
10_+4452+4786,5107040,1.60E+10,3136,0.239919984,30.4695398,21.21079948,2889.652924,195.743908,24976.25292,81.21079948,10509.65292,22178539,-15.12541219,-47433.29261,-54.37477434,-170519.2923,65,203840,60,188160,0.239969547,46.55177995,36.58632622,8424.557476,206.3863533,41593.45748,96.58632622,20064.55748,0.23994975,77.02131975,2014,6315904
10_+4452+4841,5107040,1.57E+10,3080,0.239649844,44.33936348,13.37105491,3069.265023,186.5404281,35093.96502,73.37105491,14169.26502,22978256,-15.37469468,-47354.05961,-54.37477434,-167474.305,42,129360,60,184800,0.239755391,16.54032323,26.50216374,2922.31411,199.2129032,14859.91411,86.50216374,7062.31411,0.239675031,60.87968672,2014,6203120
10_+4452+4897,5107008,1.60E+10,3136,0.239477578,5.747430922,19.90070444,478.6907315,197.3031693,4754.440731,79.90070444,1918.690731,25599555,-15.62397717,-48996.7924,-54.37477434,-170519.2923,28,87808,60,188160,0.239441906,3.831233547,18.15195496,264.4710404,194.5804947,3116.87104,78.15195496,1224.47104,0.239464844,9.578664469,2014,6315904
10_+4452+4953,5107008,1.60E+10,3136,,0,,0,,0,,0,23758460,-15.87550545,-49785.58508,-54.37477434,-170519.2923,32,100352,59,185024,,0,,0,,0,,0,,0,2014,6315904
10_+4452+5008,5107008,1.57E+10,3080,,0,,0,,0,,0,23089330,-16.12478794,-49664.34685,-54.37477434,-167474.305,55,169400,75,231000,,0,,0,,0,,0,,0,2014,6203120
10_+4452+5064,5107602,1.60E+10,3136,0.238425188,0.238425188,39.16860577,39.16860577,219.6186058,219.6186058,114.1686058,114.1686058,25887519,-16.37407043,-51349.08487,-54.37477434,-170519.2923,35,109760,75,235200,0.238644578,0.238644578,11.96878509,11.96878509,215.2187851,215.2187851,86.96878509,86.96878509,0.238534883,0.477069766,2014,6315904
10_+4452+5120,5106372,1.60E+10,3136,,0,,0,,0,,0,27138726,-16.62559871,-52137.87755,-54.37477434,-170519.2923,35,109760,77,241472,,0,,0,,0,,0,,0,2014,6315904
10_+4452+5175,5106372,1.57E+10,3080,,0,,0,,0,,0,27141918,-16.8748812,-51974.6341,-54.37477434,-167474.305,35,107800,77,237160,,0,,0,,0,,0,,0,2014,6203120
10_+4452+5231,5104609,1.60E+10,3136,0.237506594,2.137677188,21.60245508,183.0602655,193.6024551,1728.210265,79.60245508,705.0602655,22952322,-17.12416369,-53701.37734,-54.37477434,-170519.2923,48,150528,58,181888,0.237585141,8.078215938,40.95981058,1674.466368,207.4037676,7479.716368,98.95981058,3646.466368,0.237579531,10.21589313,2014,6315904
10_+4452+5287,5104609,1.59E+10,3121,0.237257906,13.52391523,16.23073609,1136.04489,188.1434402,10877.34489,74.23073609,4442.04489,20579020,-17.37344618,-54227.74924,-54.37252855,-169701.9392,48,149808,58,181018,0.237229469,13.99693828,42.70983731,2498.074323,207.3423849,12395.27432,100.7098373,5920.074323,0.237243695,27.52085352,2014,6285694
10_+4453+5316,5104609,5.42E+09,1062,0.237109656,4.267916578,14.83204183,299.0385874,186.970189,3417.838587,72.83204183,1343.038587,21708650,-17.55760082,-18645.1929,-54.15244131,-57512.57863,49,52038,58,61596,0.237109656,4.505060563,13.48909165,476.7087085,185.4130955,3627.858708,71.48909165,1578.708708,0.237109656,8.772977141,2014,2138868
10_+4498+5287,5104609,1.55E+10,3035,0.237143953,5.928827,23.98048978,591.7952946,198.1825228,4906.045295,81.98048978,2041.795295,20542417,-17.37344618,-52730.10249,-54.12549185,-164275.6288,48,145680,58,176030,0.237206703,17.78999617,42.61672064,3133.702012,203.3896272,15255.65201,100.6167206,7483.702012,0.237189609,23.71882317,2014,6112490
10_+4507+3561,5105606,1.11E+10,2184,,0,,0,,0,,0,11270336,-9.66140947,-21096.87112,-54.12998342,-118214.5209,38,82992,33,72072,0.244835922,0.244835922,89.06962915,89.06962915,227.5196291,227.5196291,122.0696291,122.0696291,0.244835922,0.244835922,2014,4398576
