system:index,bucketMean,count,year,.geo
10_159,79.72596629,22,2013,
10_160,80.26881226,20,2013,
10_161,80.72546487,30,2013,
10_162,81.22057085,29,2013,
10_163,81.78154554,23,2013,
10_164,82.23867254,20,2013,
10_165,82.76996991,15,2013,
10_166,83.19991063,7,2013,
10_167,83.72350741,17,2013,
10_168,84.28159498,16,2013,
10_169,84.79116472,19,2013,
10_170,85.19575422,18,2013,
10_171,85.71736405,20,2013,
10_172,86.2236846,19,2013,
10_173,86.74536349,15,2013,
10_174,87.30707757,14,2013,
10_175,87.72031933,11,2013,
10_176,88.2840772,13,2013,
10_177,88.7083818,9,2013,
10_178,89.30433083,9,2013,
10_179,89.76707007,5,2013,
10_180,90.23576201,12,2013,
10_181,90.76398864,7,2013,
10_182,91.26751925,3,2013,
10_183,91.76565549,7,2013,
10_184,92.25234414,8,2013,
10_185,92.81634113,4,2013,
10_186,93.2883461,5,2013,
10_187,93.68326716,3,2013,
10_188,94.32469009,2,2013,
10_189,94.69184358,6,2013,
10_190,95.18647708,5,2013,
10_191,95.75129217,7,2013,
10_192,96.32393013,3,2013,
10_193,96.69526073,4,2013,
10_194,97.30840349,4,2013,
10_195,97.52571054,1,2013,
10_196,98.03653636,1,2013,
10_197,98.84054211,3,2013,
10_198,99.18119826,4,2013,
10_199,99.75,0,2013,
10_200,100.4867752,1,2013,
10_201,100.6338559,1,2013,
10_202,101.25,0,2013,
10_203,101.6636816,2,2013,
10_204,102.1008418,8,2013,
10_205,102.75,0,2013,
10_206,103.25,0,2013,
10_207,103.75,0,2013,
10_208,104.25,0,2013,
10_209,104.75,0,2013,
10_210,105.3440296,1,2013,
10_211,105.75,0,2013,
10_212,106.2443097,1,2013,
10_213,106.75,0,2013,
10_214,107.25,0,2013,
10_215,107.5764952,1,2013,
10_216,108.25,0,2013,
10_217,108.90577,1,2013,
10_218,109.25,0,2013,
10_219,109.8552883,1,2013,
11_0,4.815071484,1,2014,
11_1,5.5,0,2014,
11_2,6.5,0,2014,
11_3,7.5,0,2014,
11_4,8.5,0,2014,
11_5,9.5,0,2014,
11_6,10.5,0,2014,
11_7,11.5,0,2014,
11_8,12.5,0,2014,
11_9,13.5,0,2014,
11_10,14.5,0,2014,
11_11,15.5,0,2014,
11_12,16.5,0,2014,
11_13,17.5,0,2014,
11_14,18.5,0,2014,
11_15,19.5,0,2014,
11_16,20.5,0,2014,
11_17,21.5,0,2014,
11_18,22.5,0,2014,
11_19,23.5,0,2014,
11_20,24.5,0,2014,
11_21,25.81166586,1,2014,
11_22,26.5,0,2014,
11_23,27.5,0,2014,
11_24,28.5,0,2014,
11_25,29.5,0,2014,
11_26,30.5,0,2014,
11_27,31.5,0,2014,
11_28,32.5,0,2014,
11_29,33.5,0,2014,
11_30,34.5,0,2014,
11_31,35.66825378,2,2014,
11_32,36.5,0,2014,
11_33,37.5,0,2014,
11_34,38.5,0,2014,
11_35,39.28197051,2,2014,
11_36,40.5,0,2014,
11_37,41.63791861,1,2014,
11_38,42.80578202,7,2014,
11_39,43.07682567,1,2014,
11_40,44.3188674,1,2014,
11_41,45.95724145,1,2014,
11_42,46.00735583,1,2014,
11_43,47.5,0,2014,
11_44,48.5,0,2014,
11_45,49.5,0,2014,
11_46,50.29869489,2,2014,
11_47,51.5,0,2014,
11_48,52.5,0,2014,
11_49,53.29064702,1,2014,
11_50,54.5,0,2014,
11_51,55.5885516,1,2014,
11_52,56.5,0,2014,
11_53,57.32604695,1,2014,
11_54,58.5,0,2014,
11_55,59.46069615,3,2014,
11_56,60.81445083,2,2014,
11_57,61.26416159,2,2014,
11_58,62.5,0,2014,
11_59,63.58056164,1,2014,
11_60,64.5,0,2014,
11_61,65.37855315,3,2014,
11_62,66.98896512,1,2014,
11_63,67.80460849,1,2014,
11_64,68.30827527,1,2014,
11_65,69.64255115,2,2014,
11_66,70.74489898,1,2014,
11_67,71.52311041,4,2014,
11_68,72.58954542,5,2014,
11_69,73.63194195,6,2014,
11_70,74.62667055,15,2014,
11_71,75.4668312,13,2014,
11_72,76.65304847,11,2014,
11_73,77.59278753,7,2014,
11_74,78.5464641,21,2014,
11_75,79.47794551,29,2014,
11_76,80.61351755,27,2014,
11_77,81.48879009,46,2014,
11_78,82.55283195,41,2014,
11_79,83.42430205,41,2014,
11_80,84.52895523,47,2014,
11_81,85.43887233,41,2014,
11_82,86.50463525,46,2014,
11_83,87.50552258,58,2014,
11_84,88.48974525,61,2014,
11_85,89.5067363,62,2014,
11_86,90.55101973,55,2014,
11_87,91.47991294,45,2014,
11_88,92.52647786,45,2014,
11_89,93.46426407,42,2014,
11_90,94.53780991,26,2014,
11_91,95.4709251,23,2014,
11_92,96.44527677,17,2014,
11_93,97.48851723,18,2014,
11_94,98.46023809,10,2014,
11_95,99.61000795,14,2014,
11_96,100.507471,3,2014,
11_97,101.3368838,5,2014,
11_98,102.6642789,6,2014,
11_99,103.3000759,2,2014,
11_100,104.1423261,1,2014,
11_101,105.0110947,2,2014,
11_102,106.3976394,2,2014,
11_103,107.0064552,1,2014,
11_104,108.5,0,2014,
11_105,109.5,0,2014,
11_106,110.5,0,2014,
11_107,111.5,0,2014,
11_108,112.5,0,2014,
11_109,113.5,0,2014,
11_110,114.5,0,2014,
11_111,115.5,0,2014,
11_112,116.5,0,2014,
11_113,117.5,0,2014,
11_114,118.5,0,2014,
11_115,119.5,0,2014,
11_116,120.5,0,2014,
11_117,121.5,0,2014,
11_118,122.5,0,2014,
11_119,123.5,0,2014,
11_120,124.5,0,2014,
11_121,125.5,0,2014,
11_122,126.5325689,1,2014,
11_123,127.5,0,2014,
11_124,128.5,0,2014,
11_125,129.5,0,2014,
11_126,130.5,0,2014,
11_127,131.5,0,2014,
11_128,132.5,0,2014,
11_129,133.5,0,2014,
11_130,134.5,0,2014,
11_131,135.306743,1,2014,
12_0,0.294574681,1,2015,
12_1,1.801246959,1,2015,
12_2,2.5,0,2015,
12_3,3.5,0,2015,
12_4,4.5,0,2015,
12_5,5.655776209,1,2015,
12_6,6.5,0,2015,
12_7,7.832053939,2,2015,
12_8,8.5,0,2015,
12_9,9.5,0,2015,
12_10,10.5,0,2015,
12_11,11.5,0,2015,
12_12,12.5,0,2015,
12_13,13.5,0,2015,
12_14,14.5,0,2015,
12_15,15.5,0,2015,
12_16,16.5,0,2015,
12_17,17.5,0,2015,
12_18,18.5,0,2015,
12_19,19.5,0,2015,
12_20,20.09381344,1,2015,
12_21,21.5,0,2015,
12_22,22.5,0,2015,
12_23,23.5,0,2015,
12_24,24.5,0,2015,
12_25,25.39257945,1,2015,
12_26,26.5,0,2015,
12_27,27.5,0,2015,
12_28,28.5,0,2015,
12_29,29.5,0,2015,
12_30,30.71435978,1,2015,
12_31,31.29145894,2,2015,
12_32,32.0209634,1,2015,
12_33,33.54270814,2,2015,
12_34,34.57312056,1,2015,
12_35,35.74255936,2,2015,
12_36,36.1090048,1,2015,
12_37,37.5,0,2015,
12_38,38.50791419,2,2015,
12_39,39.05009974,1,2015,
12_40,40.5,0,2015,
12_41,41.02912004,1,2015,
12_42,42.5,0,2015,
12_43,43.5,0,2015,
12_44,44.5,0,2015,
12_45,45.5,0,2015,
12_46,46.12503732,1,2015,
12_47,47.63439086,2,2015,
12_48,48.00382746,1,2015,
12_49,49.17586975,2,2015,
12_50,50.09072835,1,2015,
12_51,51.8024225,1,2015,
12_52,52.85488061,1,2015,
12_53,53.5,0,2015,
12_54,54.5,0,2015,
12_55,55.5,0,2015,
12_56,56.43880763,2,2015,
12_57,57.5,0,2015,
12_58,58.51126745,4,2015,
12_59,59.80632406,3,2015,
12_60,60.70864982,2,2015,
12_61,61.00910671,1,2015,
12_62,62.41862083,2,2015,
12_63,63.45534676,5,2015,
12_64,64.51808373,5,2015,
12_65,65.48269229,6,2015,
12_66,66.74168509,3,2015,
12_67,67.57690551,10,2015,
12_68,68.40155596,10,2015,
12_69,69.42208145,10,2015,
12_70,70.45098262,9,2015,
12_71,71.61659764,13,2015,
12_72,72.5646983,16,2015,
12_73,73.51550381,20,2015,
12_74,74.4566338,19,2015,
12_75,75.51022873,18,2015,
12_76,76.33357177,7,2015,
12_77,77.61113497,20,2015,
12_78,78.56491131,23,2015,
12_79,79.41793711,9,2015,
12_80,80.39702602,15,2015,
12_81,81.56153316,14,2015,
12_82,82.54235769,24,2015,
12_83,83.43879624,15,2015,
12_84,84.54239402,20,2015,
12_85,85.56433083,13,2015,
12_86,86.4547184,25,2015,
12_87,87.54468103,31,2015,
12_88,88.4695923,29,2015,
12_89,89.47210873,32,2015,
12_90,90.45369535,26,2015,
12_91,91.57729878,25,2015,
12_92,92.54342373,42,2015,
12_93,93.45478165,45,2015,
12_94,94.5839808,38,2015,
12_95,95.41617954,21,2015,
12_96,96.45090593,35,2015,
12_97,97.46048021,19,2015,
12_98,98.43850774,18,2015,
12_99,99.52543587,27,2015,
12_100,100.4734402,23,2015,
12_101,101.4286038,15,2015,
12_102,102.5474564,34,2015,
12_103,103.4662001,24,2015,
12_104,104.5017832,18,2015,
12_105,105.4987751,17,2015,
12_106,106.4248031,14,2015,
12_107,107.383873,7,2015,
12_108,108.6256217,7,2015,
12_109,109.4896366,8,2015,
12_110,110.6583589,4,2015,
12_111,111.5579626,5,2015,
12_112,112.4568132,2,2015,
12_113,113.4120068,2,2015,
12_114,114.3570412,8,2015,
12_115,115.7499994,1,2015,
12_116,116.3368126,3,2015,
12_117,117.5,0,2015,
12_118,118.5,0,2015,
12_119,119.5,0,2015,
12_120,120.5,0,2015,
12_121,121.3853024,5,2015,
12_122,122.5,0,2015,
12_123,123.5,0,2015,
12_124,124.5,0,2015,
12_125,125.442263,1,2015,
12_126,126.5,0,2015,
12_127,127.5,0,2015,
12_128,128.5,0,2015,
12_129,129.5,0,2015,
12_130,130.7326926,1,2015,
12_131,131.5,0,2015,
12_132,132.5,0,2015,
12_133,133.5,0,2015,
12_134,134.5,0,2015,
12_135,135.2945229,1,2015,
12_136,136.5,0,2015,
12_137,137.5,0,2015,
12_138,138.5,0,2015,
12_139,139.5,0,2015,
12_140,140.5,0,2015,
12_141,141.5,0,2015,
12_142,142.5,0,2015,
12_143,143.5,0,2015,
12_144,144.5,0,2015,
12_145,145.5,0,2015,
12_146,146.5,0,2015,
12_147,147.5,0,2015,
12_148,148.5,0,2015,
12_149,149.5,0,2015,
12_150,150.5,0,2015,
12_151,151.5,0,2015,
12_152,152.5,0,2015,
12_153,153.1778883,1,2015,
12_154,154.5,0,2015,
12_155,155.5,0,2015,
12_156,156.5,0,2015,
12_157,157.5,0,2015,
12_158,158.5,0,2015,
12_159,159.5,0,2015,
12_160,160.5,0,2015,
12_161,161.5,0,2015,
12_162,162.5,0,2015,
12_163,163.5,0,2015,
12_164,164.8886136,1,2015,
13_0,3.478558894,1,2016,
13_1,4.5,0,2016,
13_2,5.5,0,2016,
13_3,6.13435284,3,2016,
13_4,7.662783026,3,2016,
13_5,8.5,0,2016,
13_6,9.1605911,1,2016,
13_7,10.5,0,2016,
13_8,11.28736042,3,2016,
13_9,12.5824144,1,2016,
13_10,13.5,0,2016,
13_11,14.17771564,2,2016,
13_12,15.5,0,2016,
13_13,16.6969672,1,2016,
13_14,17.59113258,1,2016,
13_15,18.75503584,2,2016,
13_16,19.5,0,2016,
13_17,20.75996425,1,2016,
13_18,21.23999015,1,2016,
13_19,22.30910193,1,2016,
13_20,23.79863152,1,2016,
13_21,24.12609454,3,2016,
13_22,25.91931323,1,2016,
13_23,26.5,0,2016,
13_24,27.5,0,2016,
13_25,28.73662838,1,2016,
13_26,29.7652514,2,2016,
13_27,30.5,0,2016,
13_28,31.52706464,2,2016,
13_29,32.88836382,1,2016,
13_30,33.64311242,3,2016,
13_31,34.5,0,2016,
13_32,35.78737343,1,2016,
13_33,36.56094366,1,2016,
13_34,37.56809058,2,2016,
13_35,38.3428779,3,2016,
13_36,39.84087202,2,2016,
13_37,40.173133,1,2016,
13_38,41.5,0,2016,
13_39,42.36684783,3,2016,
13_40,43.5,0,2016,
13_41,44.66624663,2,2016,
13_42,45.14657148,1,2016,
13_43,46.42253092,3,2016,
13_44,47.24032528,2,2016,
13_45,48.50460005,2,2016,
13_46,49.5,0,2016,
13_47,50.92602614,1,2016,
13_48,51.56360677,3,2016,
13_49,52.34243236,2,2016,
13_50,53.19205421,1,2016,
13_51,54.5,0,2016,
13_52,55.68944619,2,2016,
13_53,56.66543302,4,2016,
13_54,57.36961866,2,2016,
13_55,58.18286109,1,2016,
13_56,59.5858083,1,2016,
13_57,60.43095196,1,2016,
13_58,61.62474278,1,2016,
13_59,62.5,0,2016,
13_60,63.82630791,1,2016,
13_61,64.98316431,1,2016,
13_62,65.50625991,5,2016,
13_63,66.92760408,1,2016,
13_64,67.62097539,2,2016,
13_65,68.27940496,4,2016,
13_66,69.51914243,4,2016,
13_67,70.28123793,5,2016,
13_68,71.5,0,2016,
13_69,72.05956357,3,2016,
13_70,73.548134,8,2016,
13_71,74.51371695,12,2016,
13_72,75.5622886,5,2016,
13_73,76.46265726,10,2016,
13_74,77.60451507,9,2016,
13_75,78.61366354,9,2016,
13_76,79.52418048,16,2016,
13_77,80.46818533,10,2016,
13_78,81.31712508,10,2016,
13_79,82.48575219,11,2016,
13_80,83.57202345,13,2016,
13_81,84.48534074,9,2016,
13_82,85.43927327,20,2016,
13_83,86.52628352,11,2016,
13_84,87.44364117,11,2016,
13_85,88.51096572,21,2016,
13_86,89.5263269,20,2016,
13_87,90.4527746,12,2016,
13_88,91.51539753,13,2016,
13_89,92.46564811,16,2016,
13_90,93.32541277,9,2016,
13_91,94.57073625,6,2016,
13_92,95.50046597,22,2016,
13_93,96.31346155,16,2016,
13_94,97.5066592,16,2016,
13_95,98.45915732,19,2016,
13_96,99.54059119,19,2016,
13_97,100.5426701,25,2016,
13_98,101.6427817,21,2016,
13_99,102.4910985,23,2016,
13_100,103.4981104,38,2016,
13_101,104.5006623,30,2016,
13_102,105.4505033,35,2016,
13_103,106.5017429,24,2016,
13_104,107.4569979,38,2016,
13_105,108.5224754,30,2016,
13_106,109.4838396,37,2016,
13_107,110.5630307,34,2016,
13_108,111.5593933,13,2016,
13_109,112.5291524,20,2016,
13_110,113.4307921,12,2016,
13_111,114.41296,23,2016,
13_112,115.4822872,13,2016,
13_113,116.6187432,6,2016,
13_114,117.6620499,11,2016,
13_115,118.452297,5,2016,
13_116,119.4224597,4,2016,
13_117,120.4551707,4,2016,
13_118,121.3235923,4,2016,
13_119,122.444416,4,2016,
13_120,123.6423274,1,2016,
13_121,124.8493522,2,2016,
13_122,125.2139888,1,2016,
13_123,126.5,0,2016,
13_124,127.5,0,2016,
13_125,128.6460336,2,2016,
13_126,129.0426454,2,2016,
13_127,130.4585614,2,2016,
13_128,131.5147013,3,2016,
13_129,132.5,0,2016,
13_130,133.9434312,1,2016,
13_131,134.3842851,1,2016,
13_132,135.1769505,1,2016,
13_133,136.2530698,1,2016,
13_134,137.5,0,2016,
13_135,138.4881673,3,2016,
13_136,139.5122115,1,2016,
13_137,140.8672544,1,2016,
13_138,141.5,0,2016,
13_139,142.3573388,1,2016,
13_140,143.5,0,2016,
13_141,144.5,0,2016,
13_142,145.5,0,2016,
13_143,146.5,0,2016,
13_144,147.5,0,2016,
13_145,148.5,0,2016,
13_146,149.5,0,2016,
13_147,150.5,0,2016,
13_148,151.5,0,2016,
13_149,152.5,0,2016,
13_150,153.5205498,1,2016,
13_151,154.5,0,2016,
13_152,155.5,0,2016,
13_153,156.5,0,2016,
13_154,157.5,0,2016,
13_155,158.1384341,2,2016,
13_156,159.5,0,2016,
13_157,160.5,0,2016,
13_158,161.5132603,1,2016,
13_159,162.5,0,2016,
13_160,163.5,0,2016,
13_161,164.5,0,2016,
13_162,165.4172569,1,2016,
13_163,166.5,0,2016,
13_164,167.5,0,2016,
13_165,168.5,0,2016,
13_166,169.5,0,2016,
13_167,170.5720485,3,2016,
13_168,171.9731868,1,2016,
13_169,172.5,0,2016,
13_170,173.5,0,2016,
13_171,174.5,0,2016,
13_172,175.5,0,2016,
13_173,176.5,0,2016,
13_174,177.5,0,2016,
13_175,178.968233,1,2016,
13_176,179.2206467,1,2016,
13_177,180.5,0,2016,
13_178,181.4055026,1,2016,
13_179,182.5,0,2016,
13_180,183.8787774,1,2016,
13_181,184.5,0,2016,
13_182,185.6746881,1,2016,
13_183,186.5,0,2016,
13_184,187.5,0,2016,
13_185,188.5,0,2016,
13_186,189.5,0,2016,
13_187,190.5,0,2016,
13_188,191.5,0,2016,
13_189,192.5,0,2016,
13_190,193.5,0,2016,
13_191,194.5,0,2016,
13_192,195.5,0,2016,
13_193,196.5,0,2016,
13_194,197.5,0,2016,
13_195,198.029206,2,2016,
13_196,199.8400983,3,2016,
14_0,0.266721942,1,2017,
14_1,1.5,0,2017,
14_2,2.600737666,2,2017,
14_3,3.5,0,2017,
14_4,4.437781501,2,2017,
14_5,5.5,0,2017,
14_6,6.5,0,2017,
14_7,7.5,0,2017,
14_8,8.5,0,2017,
14_9,9.5,0,2017,
14_10,10.64720244,1,2017,
14_11,11.78583797,1,2017,
14_12,12.39881318,2,2017,
14_13,13.5,0,2017,
14_14,14.55334449,1,2017,
14_15,15.5,0,2017,
14_16,16.59585751,3,2017,
14_17,17.46590341,1,2017,
14_18,18.5,0,2017,
14_19,19.80822041,1,2017,
14_20,20.5,0,2017,
14_21,21.99869426,1,2017,
14_22,22.51005567,2,2017,
14_23,23.5,0,2017,
14_24,24.23529336,4,2017,
14_25,25.5,0,2017,
14_26,26.5,0,2017,
14_27,27.5,0,2017,
14_28,28.40834607,2,2017,
14_29,29.5,0,2017,
14_30,30.5,0,2017,
14_31,31.5,0,2017,
14_32,32.63119483,1,2017,
14_33,33.5,0,2017,
14_34,34.53241935,2,2017,
14_35,35.38572533,2,2017,
14_36,36.5,0,2017,
14_37,37.37357897,1,2017,
14_38,38.98707439,1,2017,
14_39,39.46814596,4,2017,
14_40,40.54174251,3,2017,
14_41,41.26669469,2,2017,
14_42,42.92405062,1,2017,
14_43,43.51297821,2,2017,
14_44,44.62565591,2,2017,
14_45,45.99817432,1,2017,
14_46,46.34606139,2,2017,
14_47,47.1685484,6,2017,
14_48,48.51800893,3,2017,
14_49,49.44114468,3,2017,
14_50,50.30210854,7,2017,
14_51,51.78795952,2,2017,
14_52,52.59502052,3,2017,
14_53,53.78311006,3,2017,
14_54,54.4638354,3,2017,
14_55,55.48609475,8,2017,
14_56,56.36975066,11,2017,
14_57,57.36029232,10,2017,
14_58,58.50516756,7,2017,
14_59,59.43507527,8,2017,
14_60,60.58387881,9,2017,
14_61,61.44155131,3,2017,
14_62,62.44585774,10,2017,
14_63,63.52355044,18,2017,
14_64,64.42604679,13,2017,
14_65,65.51388558,18,2017,
14_66,66.60865677,23,2017,
14_67,67.62965637,29,2017,
14_68,68.54017534,21,2017,
14_69,69.52613294,38,2017,
14_70,70.53250901,42,2017,
14_71,71.49474348,46,2017,
14_72,72.48567211,45,2017,
14_73,73.55011381,44,2017,
14_74,74.52848299,47,2017,
14_75,75.59407757,54,2017,
14_76,76.49815655,43,2017,
14_77,77.43628745,42,2017,
14_78,78.44659384,31,2017,
14_79,79.51498825,29,2017,
14_80,80.6490997,31,2017,
14_81,81.52701686,25,2017,
14_82,82.50599617,16,2017,
14_83,83.4758397,23,2017,
14_84,84.47154666,22,2017,
14_85,85.52307226,13,2017,
14_86,86.34766714,15,2017,
14_87,87.5110697,6,2017,
14_88,88.34730119,16,2017,
14_89,89.48891277,9,2017,
14_90,90.55275437,7,2017,
14_91,91.13119054,7,2017,
14_92,92.28700531,5,2017,
14_93,93.58393743,9,2017,
14_94,94.49151419,7,2017,
14_95,95.61343152,3,2017,
14_96,96.4964483,1,2017,
14_97,97.5,0,2017,
14_98,98.28654398,4,2017,
14_99,99.39068177,5,2017,
14_100,100.5,0,2017,
14_101,101.9079815,1,2017,
14_102,102.5,0,2017,
14_103,103.5783937,3,2017,
14_104,104.1737118,2,2017,
14_105,105.5,0,2017,
14_106,106.5,0,2017,
14_107,107.5,0,2017,
14_108,108.5,0,2017,
14_109,109.5,0,2017,
14_110,110.6438824,1,2017,
14_111,111.5,0,2017,
14_112,112.5,0,2017,
14_113,113.5,0,2017,
14_114,114.5,0,2017,
14_115,115.5,0,2017,
14_116,116.696619,1,2017,
14_117,117.5,0,2017,
14_118,118.5,0,2017,
14_119,119.5,0,2017,
14_120,120.5,0,2017,
14_121,121.5,0,2017,
14_122,122.5,0,2017,
14_123,123.0372348,1,2017,
14_124,124.5,0,2017,
14_125,125.5,0,2017,
14_126,126.5,0,2017,
14_127,127.5,0,2017,
14_128,128.5,0,2017,
14_129,129.2130975,1,2017,
14_130,130.5,0,2017,
14_131,131.5,0,2017,
14_132,132.5,0,2017,
14_133,133.5,0,2017,
14_134,134.5037084,1,2017,
14_135,135.5,0,2017,
14_136,136.5,0,2017,
14_137,137.5,0,2017,
14_138,138.5,0,2017,
14_139,139.5,0,2017,
14_140,140.5,0,2017,
14_141,141.5,0,2017,
14_142,142.5,0,2017,
14_143,143.5,0,2017,
14_144,144.5,0,2017,
14_145,145.5,0,2017,
14_146,146.5,0,2017,
14_147,147.5,0,2017,
14_148,148.5,0,2017,
14_149,149.5,0,2017,
14_150,150.2489922,3,2017,
14_151,151.5,0,2017,
14_152,152.5,0,2017,
14_153,153.5,0,2017,
14_154,154.5,0,2017,
14_155,155.5,0,2017,
14_156,156.5,0,2017,
14_157,157.5,0,2017,
14_158,158.5,0,2017,
14_159,159.5,0,2017,
14_160,160.5,0,2017,
14_161,161.5,0,2017,
14_162,162.5,0,2017,
14_163,163.5,0,2017,
14_164,164.5,0,2017,
14_165,165.5,0,2017,
14_166,166.5,0,2017,
14_167,167.5,0,2017,
14_168,168.5,0,2017,
14_169,169.5,0,2017,
14_170,170.5,0,2017,
14_171,171.0936793,1,2017,
