DayOfYear,class,lat,lon,old_class,point_id,sur_refl_b01,sur_refl_b02,sur_refl_b03,sur_refl_b04,sur_refl_b05,sur_refl_b06,sur_refl_b07,system:time_start,year
320,1,-12.52499593,-55.95298902,1,2935,411,6092,264,619,4260,,1097,1.35E+12,2013
,1,-12.38724912,-55.90348275,1,2936,,,,,,,,,2013
,1,-12.38078593,-55.87767486,1,2937,,,,,,,,,2013
,2,-12.37221322,-55.85617576,9,2938,,,,,,,,,2013
,1,-12.36144123,-55.85186697,1,2939,,,,,,,,,2013
,1,-12.37005882,-55.88629245,1,2940,,,,,,,,,2013
,1,-12.04510381,-55.53122075,1,2941,,,,,,,,,2013
313,1,-11.89662989,-55.6129981,1,2942,288,1725,420,453,1302,,256,1.35E+12,2013
,1,-11.91386507,-55.6301884,1,2943,,,,,,,,,2013
320,1,-11.98917923,-55.52691195,1,2944,327,2638,168,457,2405,,622,1.35E+12,2013
313,2,-11.84712362,-55.58719021,9,2945,441,4340,220,632,4117,,1336,1.35E+12,2013
,1,-11.90093869,-56.06703745,1,2946,,,,,,,,,2013
327,0,-11.72019368,-55.41501791,2,2760,295,4157,133,617,4001,2535,944,1.35E+12,2013
327,1,-11.74815597,-55.41286352,1,2761,205,6181,110,487,4972,2760,986,1.35E+12,2013
327,1,-11.75031037,-55.41286352,1,2762,209,6143,112,484,4779,,889,1.35E+12,2013
325,1,-11.79766224,-55.38490123,1,2763,406,5875,210,887,5395,3474,1372,1.35E+12,2013
,1,-11.79981664,-55.34832135,1,2764,,,,,,,,,2013
325,1,-11.80838934,-55.35693894,1,2765,916,3932,418,1008,4148,,2252,1.35E+12,2013
325,2,-11.82131573,-55.33970376,4,2766,1725,3398,868,1335,4486,,2864,1.35E+12,2013
325,2,-11.81700694,-55.34401255,4,2767,802,3920,430,950,3959,,2242,1.35E+12,2013
325,2,-11.81269814,-55.34185815,4,2768,1074,3816,382,1031,4245,,2067,1.35E+12,2013
,1,-11.81485254,-55.33108616,1,2769,,,,,,,,,2013
,2,-11.81916133,-55.33539496,4,2770,,,,,,,,,2013
,2,-11.80838934,-55.33539496,4,2771,,,,,,,,,2013
327,1,-11.75031037,-55.39567322,1,2772,285,5640,154,627,4296,,878,1.35E+12,2013
327,0,-11.72661199,-55.40209153,2,2773,399,5014,240,730,4720,2914,1098,1.35E+12,2013
,2,-11.89662989,-55.06856381,4,2774,,,,,,,,,2013
,1,-11.90740188,-55.075027,1,2775,,,,,,,,,2013
,0,-11.89878429,-55.0814902,2,2776,,,,,,,,,2013
,2,-11.91597459,-55.09010779,4,2777,,,,,,,,,2013
,1,-11.93105537,-55.0922173,1,2778,,,,,,,,,2013
325,2,-11.94398176,-55.10729809,4,2779,1759,4909,878,1634,5214,,2576,1.35E+12,2013
,2,-11.92890097,-55.10298929,3,2780,,,,,,,,,2013
325,0,-11.91812899,-55.11160688,2,2781,919,5838,1048,1547,4637,,2051,1.35E+12,2013
325,1,-11.96978965,-55.13526038,1,2782,323,5886,160,801,4598,,1039,1.35E+12,2013
,1,-11.96763525,-55.19984743,1,2783,,,,,,,,,2013
,0,-11.97840724,-55.18907544,2,2784,,,,,,,,,2013
,1,-11.98271604,-55.19769303,1,2785,,,,,,,,,2013
325,1,-11.99344314,-55.19553863,1,2786,1061,4049,661,1118,4540,4060,2289,1.35E+12,2013
,0,-11.98487044,-55.18907544,2,2787,,,,,,,,,2013
325,1,-11.99344314,-55.18907544,1,2788,1061,4049,661,1118,4540,4060,2289,1.35E+12,2013
,0,-12.01067833,-55.19338423,2,2789,,,,,,,,,2013
327,1,-12.01067833,-55.17830345,1,2790,461,5278,415,812,4510,,1031,1.35E+12,2013
327,1,-12.00636953,-55.17184026,1,2791,454,5394,441,810,4136,,933,1.35E+12,2013
,1,-12.00206074,-55.17184026,1,2792,,,,,,,,,2013
,1,-12.01498712,-55.16968586,1,2793,,,,,,,,,2013
325,1,-12.01929592,-55.18045785,1,2794,612,4920,229,912,5221,,1802,1.35E+12,2013
,1,-12.03006791,-55.17614905,1,2795,,,,,,,,,2013
325,1,-12.02145032,-55.15034116,1,2796,300,6595,152,729,5276,3333,1367,1.35E+12,2013
325,1,-12.03006791,-55.15034116,1,2797,281,5999,135,667,5030,,1164,1.35E+12,2013
325,1,-11.98917923,-55.14603236,1,2798,665,5408,714,1041,4607,2891,1235,1.35E+12,2013
325,1,-11.98056164,-55.13956917,1,2799,1263,3704,1227,1323,3108,,759,1.35E+12,2013
,1,-11.97840724,-55.14603236,1,2800,,,,,,,,,2013
,1,-11.98487044,-55.15034116,1,2801,,,,,,,,,2013
,1,-11.99133363,-55.15895875,1,2802,,,,,,,,,2013
,1,-11.99559754,-55.15680435,1,2803,,,,,,,,,2013
327,1,-11.99775194,-55.16326755,1,2804,318,6493,153,700,4883,,1060,1.35E+12,2013
,1,-11.97840724,-55.15249556,1,2805,,,,,,,,,2013
,1,-11.96763525,-55.13956917,1,2806,,,,,,,,,2013
325,1,-11.96548085,-55.14387797,1,2807,346,6627,175,772,5186,,1320,1.35E+12,2013
325,1,-11.96117206,-55.18907544,1,2808,1118,3599,373,934,4257,,2201,1.35E+12,2013
325,1,-11.95259935,-55.20200183,1,2809,1411,3634,524,1126,4099,4282,2833,1.35E+12,2013
,0,-11.94182736,-55.20415622,2,2810,,,,,,,,,2013
325,1,-11.84066043,-55.33539496,1,2811,666,4502,311,988,4685,3788,1862,1.35E+12,2013
325,1,-11.83850603,-55.34616695,1,2812,697,4267,339,918,4739,,1902,1.35E+12,2013
327,0,-12.44106418,-55.25361761,2,2813,258,5844,132,626,4784,,1060,1.35E+12,2013
323,1,-12.70358654,-55.46883298,1,2814,1107,4964,477,1244,5597,4358,2154,1.35E+12,2013
,1,-12.70574094,-55.47956008,1,2815,,,,,,,,,2013
,0,-12.70789534,-55.48602328,2,2816,,,,,,,,,2013
,0,-12.72293124,-55.47956008,2,2817,,,,,,,,,2013
,1,-12.71651293,-55.45806099,1,2818,,,,,,,,,2013
,1,-12.72724003,-55.46452418,1,2819,,,,,,,,,2013
322,0,-12.52068714,-55.18907544,2,2820,488,2817,527,666,2341,1438,572,1.35E+12,2013
,0,-12.50345195,-55.23858171,2,2821,,,,,,,,,2013
,0,-12.47764406,-55.24500002,2,2822,,,,,,,,,2013
325,0,-12.47979846,-55.23427291,2,2823,267,6386,141,712,5262,3186,1137,1.35E+12,2013
,0,-12.49483436,-55.22134652,2,2824,,,,,,,,,2013
,1,-12.49052557,-55.20200183,1,2825,,,,,,,,,2013
325,1,-12.54434063,-55.93790823,1,2826,181,7488,72,476,5914,,1141,1.35E+12,2013
325,1,-12.54864943,-55.95729781,1,2827,397,1576,142,413,1398,,514,1.35E+12,2013
,1,-12.7789007,-56.09284534,1,2828,,,,,,,,,2013
,1,-12.80255419,-56.03476637,1,2829,,,,,,,,,2013
,2,-12.81978937,-56.03045757,9,2830,,,,,,,,,2013
,0,-12.91875703,-56.15958679,2,2831,,,,,,,,,2013
,1,-12.90372112,-56.1574324,1,2832,,,,,,,,,2013
,1,-12.92522022,-56.14235161,1,2833,,,,,,,,,2013
,0,-12.94030101,-56.1574324,2,2834,,,,,,,,,2013
,2,-12.97041769,-56.1488148,9,2835,,,,,,,,,2013
,2,-13.00053438,-56.08853655,9,2836,,,,,,,,,2013
,2,-13.01992396,-56.09069095,9,2837,,,,,,,,,2013
,2,-13.00915197,-56.05626546,9,2838,,,,,,,,,2013
323,1,-12.93814661,-56.09499974,1,2839,1853,4411,1330,1790,5129,,2608,1.35E+12,2013
,2,-12.92737462,-56.09930854,9,2840,,,,,,,,,2013
,1,-12.92522022,-56.09284534,1,2841,,,,,,,,,2013
323,1,-12.92306582,-56.08211824,1,2842,1250,4816,602,1261,5520,,2717,1.35E+12,2013
,1,-12.91444823,-56.09930854,1,2843,,,,,,,,,2013
,2,-12.91660263,-56.10792613,9,2844,,,,,,,,,2013
,1,-13.00915197,-55.95945221,1,2845,,,,,,,,,2013
323,1,-12.98765287,-55.97879691,1,2846,2010,4046,660,1397,5497,,4230,1.35E+12,2013
,1,-12.96826329,-55.963761,1,2847,,,,,,,,,2013
,1,-13.04573185,-55.94868022,1,2848,,,,,,,,,2013
,1,-13.03280546,-55.95083462,1,2849,,,,,,,,,2013
,0,-13.02849667,-55.94652582,2,2850,,,,,,,,,2013
,1,-13.54927747,-57.92628281,1,2851,,,,,,,,,2013
,2,-13.47611771,-57.83588787,9,2852,,,,,,,,,2013
,1,-13.47827211,-57.85096865,1,2853,,,,,,,,,2013
,1,-13.52346958,-57.84235106,1,2854,,,,,,,,,2013
,2,-13.52131518,-57.83373347,9,2855,,,,,,,,,2013
,1,-13.53635108,-57.83804226,1,2856,,,,,,,,,2013
,2,-13.55358626,-57.83157907,9,2857,,,,,,,,,2013
,1,-13.58801175,-57.91981962,1,2858,,,,,,,,,2013
,1,-13.59016614,-57.93485552,1,2859,,,,,,,,,2013
,1,-13.57508536,-57.92412841,1,2860,,,,,,,,,2013
,1,-13.56220386,-57.92628281,1,2861,,,,,,,,,2013
,1,-13.55143187,-57.93485552,1,2862,,,,,,,,,2013
,1,-13.56646777,-57.94347311,1,2863,,,,,,,,,2013
,1,-13.55358626,-57.94562751,1,2864,,,,,,,,,2013
,1,-13.55789506,-57.95855389,1,2865,,,,,,,,,2013
323,1,-13.57077656,-57.96070829,1,2866,1521,3225,573,1097,4022,4146,2984,1.35E+12,2013
,1,-13.57939415,-57.94347311,1,2867,,,,,,,,,2013
,1,-13.59232054,-57.9477819,1,2868,,,,,,,,,2013
323,1,-13.59447494,-57.96501709,1,2869,380,5044,87,755,5035,,1413,1.35E+12,2013
323,1,-13.58370295,-57.96501709,1,2870,668,4433,220,908,4520,,1968,1.35E+12,2013
,0,-13.57293096,-57.98220739,2,2871,,,,,,,,,2013
,1,-13.54065988,-57.81865268,1,2872,,,,,,,,,2013
323,1,-13.52346958,-57.80792558,1,2873,2084,2986,2106,2302,4173,,2637,1.35E+12,2013
,1,-13.52988789,-57.81223437,1,2874,,,,,,,,,2013
,0,-13.52346958,-57.81649828,2,2875,,,,,,,,,2013
,2,-13.52346958,-57.82511588,9,2876,,,,,,,,,2013
,1,-13.47396331,-57.82296148,1,2877,,,,,,,,,2013
,2,-13.38356837,-57.82296148,9,2878,,,,,,,,,2013
321,2,-13.26090234,-58.00375137,9,2879,552,6059,270,1009,5706,,1745,1.35E+12,2013
321,2,-13.27167433,-58.00159697,9,2880,629,5663,272,1017,5541,,1845,1.35E+12,2013
321,2,-13.26090234,-57.99513377,9,2881,588,6379,301,1072,5355,,1859,1.35E+12,2013
,2,-13.36637807,-57.83157907,9,2882,,,,,,,,,2013
,0,-13.37279638,-57.84881425,2,2883,,,,,,,,,2013
,2,-13.37925957,-57.86600455,9,2884,,,,,,,,,2013
,2,-13.39003156,-57.86169576,9,2885,,,,,,,,,2013
,1,-13.38787716,-57.85523256,1,2886,,,,,,,,,2013
,1,-13.38787716,-57.83588787,1,2887,,,,,,,,,2013
,1,-13.38572276,-57.84450546,1,2888,,,,,,,,,2013
321,2,-13.27382872,-58.01232407,9,2889,638,5685,328,1024,5373,,1722,1.35E+12,2013
321,2,-13.26305674,-58.01447847,9,2890,472,6437,258,961,5486,,1621,1.35E+12,2013
321,2,-13.27598312,-58.02740486,9,2891,468,6081,265,780,5327,,1663,1.35E+12,2013
,1,-13.12104601,-57.98867058,1,2892,,,,,,,,,2013
,1,-13.1296636,-57.99728817,1,2893,,,,,,,,,2013
,1,-13.12320041,-57.96286269,1,2894,,,,,,,,,2013
321,1,-13.1275092,-57.97789859,1,2895,842,5230,388,1040,5749,,1890,1.35E+12,2013
,1,-13.11673721,-57.9735898,1,2896,,,,,,,,,2013
321,1,-13.11242842,-57.95855389,1,2897,834,6252,622,1094,5995,,1774,1.35E+12,2013
,1,-13.10811962,-57.9499363,1,2898,,,,,,,,,2013
,1,-11.48994241,-56.28220794,1,2899,,,,,,,,,2013
,1,-11.535095,-56.23274655,1,2900,,,,,,,,,2013
,0,-11.52436789,-56.21335697,2,2901,,,,,,,,,2013
,2,-11.57813807,-56.28867113,3,2902,,,,,,,,,2013
,1,-11.99344314,-56.02830317,1,2903,,,,,,,,,2013
,1,-11.99775194,-56.04122956,1,2904,,,,,,,,,2013
325,1,-11.99775194,-56.00249528,1,2905,823,3499,538,974,3624,,1288,1.35E+12,2013
,1,-11.98056164,-55.9874145,1,2906,,,,,,,,,2013
,1,-11.99344314,-55.97448811,1,2907,,,,,,,,,2013
,1,-11.99344314,-55.96160661,1,2908,,,,,,,,,2013
,1,-11.98271604,-55.96160661,1,2909,,,,,,,,,2013
,1,-11.98702483,-55.94652582,1,2910,,,,,,,,,2013
322,1,-11.99344314,-55.93575383,1,2911,433,5078,266,768,3886,2785,1464,1.35E+12,2013
325,0,-12.02575911,-55.91640913,2,2912,821,2474,329,705,3824,3451,1949,1.35E+12,2013
325,1,-12.01067833,-55.92071793,1,2913,268,3868,166,585,3559,2315,886,1.35E+12,2013
,0,-12.03006791,-55.92933552,2,2914,,,,,,,,,2013
,1,-12.04294941,-55.97879691,1,2915,,,,,,,,,2013
,1,-12.03864062,-55.9680698,1,2916,,,,,,,,,2013
322,1,-12.02360471,-55.95083462,1,2917,710,3050,751,876,1805,1288,516,1.35E+12,2013
,1,-12.01929592,-55.94221703,1,2918,,,,,,,,,2013
322,1,-11.99344314,-55.95083462,1,2919,290,5145,35,576,4470,2820,1052,1.35E+12,2013
322,1,-12.00636953,-55.95083462,1,2920,252,5538,98,622,4101,,945,1.35E+12,2013
322,1,-12.01067833,-55.95945221,1,2921,292,5031,97,628,4504,,1123,1.35E+12,2013
322,1,-12.00636953,-55.97448811,1,2922,426,5813,467,808,4328,2735,1078,1.35E+12,2013
,1,-12.02360471,-55.97664251,1,2923,,,,,,,,,2013
322,1,-12.01929592,-55.96160661,1,2924,982,5033,1129,1494,3959,,1361,1.35E+12,2013
,1,-12.02575911,-55.9702242,1,2925,,,,,,,,,2013
322,1,-12.02791351,-55.9831057,1,2926,1827,5103,2366,2634,4850,3535,1922,1.35E+12,2013
,1,-12.03648622,-56.00249528,1,2927,,,,,,,,,2013
,1,-12.02360471,-56.00249528,1,2928,,,,,,,,,2013
,1,-12.00852393,-55.99387769,1,2929,,,,,,,,,2013
,1,-12.01498712,-55.99603209,1,2930,,,,,,,,,2013
,1,-12.00852393,-56.00464968,1,2931,,,,,,,,,2013
,1,-12.03864062,-55.9874145,1,2932,,,,,,,,,2013
325,1,-12.53572304,-55.95729781,1,2933,1446,3665,602,1234,4639,,2846,1.35E+12,2013
325,1,-12.51637834,-55.94221703,1,2934,369,5027,499,634,5043,,928,1.35E+12,2013
325,1,-12.52499593,-55.95298902,1,2935,157,7746,46,471,6050,3596,1410,1.35E+12,2013
322,1,-12.38724912,-55.90348275,1,2936,637,3245,279,725,3445,2848,1410,1.35E+12,2013
325,1,-12.38078593,-55.87767486,1,2937,150,2923,73,363,2679,1556,534,1.35E+12,2013
323,2,-12.37221322,-55.85617576,9,2938,445,6482,224,793,5656,3577,1429,1.35E+12,2013
,1,-12.36144123,-55.85186697,1,2939,,,,,,,,,2013
,1,-12.37005882,-55.88629245,1,2940,,,,,,,,,2013
327,1,-12.04510381,-55.53122075,1,2941,259,5970,138,582,4406,,962,1.35E+12,2013
,1,-11.89662989,-55.6129981,1,2942,,,,,,,,,2013
,1,-11.91386507,-55.6301884,1,2943,,,,,,,,,2013
327,1,-11.98917923,-55.52691195,1,2944,611,4448,283,764,3653,2852,1680,1.35E+12,2013
325,2,-11.84712362,-55.58719021,9,2945,360,6865,170,682,5706,,1357,1.35E+12,2013
323,1,-11.90093869,-56.06703745,1,2946,457,8072,221,886,7327,,1581,1.35E+12,2013
330,0,-11.72019368,-55.41501791,2,2760,448,6101,248,943,5458,,1447,1.35E+12,2013
330,1,-11.74815597,-55.41286352,1,2761,331,6857,152,719,5608,3458,1330,1.35E+12,2013
330,1,-11.75031037,-55.41286352,1,2762,268,6614,131,608,5536,,1275,1.35E+12,2013
330,1,-11.79766224,-55.38490123,1,2763,471,6820,250,997,5721,,1448,1.35E+12,2013
334,1,-11.79981664,-55.34832135,1,2764,593,2994,289,634,2898,2160,1097,1.35E+12,2013
334,1,-11.80838934,-55.35693894,1,2765,244,3703,74,490,3640,,817,1.35E+12,2013
,2,-11.82131573,-55.33970376,4,2766,,,,,,,,,2013
334,2,-11.81700694,-55.34401255,4,2767,290,2743,158,466,2509,1855,780,1.35E+12,2013
334,2,-11.81269814,-55.34185815,4,2768,393,2637,175,506,2684,2362,1213,1.35E+12,2013
334,1,-11.81485254,-55.33108616,1,2769,623,2465,318,650,2634,2654,1749,1.35E+12,2013
334,2,-11.81916133,-55.33539496,4,2770,786,2032,358,639,2764,2598,1775,1.35E+12,2013
334,2,-11.80838934,-55.33539496,4,2771,730,2068,320,627,2565,,1159,1.35E+12,2013
330,1,-11.75031037,-55.39567322,1,2772,386,6890,237,866,5468,,1404,1.35E+12,2013
330,0,-11.72661199,-55.40209153,2,2773,605,5550,345,1012,5242,,1498,1.35E+12,2013
330,2,-11.89662989,-55.06856381,4,2774,586,5763,257,938,4990,3388,1386,1.35E+12,2013
330,1,-11.90740188,-55.075027,1,2775,428,6129,236,809,4584,,1229,1.35E+12,2013
330,0,-11.89878429,-55.0814902,2,2776,565,5476,261,943,5559,3748,1548,1.35E+12,2013
,2,-11.91597459,-55.09010779,4,2777,,,,,,,,,2013
,1,-11.93105537,-55.0922173,1,2778,,,,,,,,,2013
330,2,-11.94398176,-55.10729809,4,2779,1159,4122,495,1184,4868,,2273,1.35E+12,2013
,2,-11.92890097,-55.10298929,3,2780,,,,,,,,,2013
,0,-11.91812899,-55.11160688,2,2781,,,,,,,,,2013
330,1,-11.96978965,-55.13526038,1,2782,666,6244,709,1179,4764,,1253,1.35E+12,2013
,1,-11.96763525,-55.19984743,1,2783,,,,,,,,,2013
,0,-11.97840724,-55.18907544,2,2784,,,,,,,,,2013
,1,-11.98271604,-55.19769303,1,2785,,,,,,,,,2013
334,1,-11.99344314,-55.19553863,1,2786,795,3721,955,1151,3695,2573,1306,1.35E+12,2013
,0,-11.98487044,-55.18907544,2,2787,,,,,,,,,2013
,1,-11.99344314,-55.18907544,1,2788,,,,,,,,,2013
,0,-12.01067833,-55.19338423,2,2789,,,,,,,,,2013
,1,-12.01067833,-55.17830345,1,2790,,,,,,,,,2013
,1,-12.00636953,-55.17184026,1,2791,,,,,,,,,2013
,1,-12.00206074,-55.17184026,1,2792,,,,,,,,,2013
,1,-12.01498712,-55.16968586,1,2793,,,,,,,,,2013
,1,-12.01929592,-55.18045785,1,2794,,,,,,,,,2013
,1,-12.03006791,-55.17614905,1,2795,,,,,,,,,2013
,1,-12.02145032,-55.15034116,1,2796,,,,,,,,,2013
330,1,-12.03006791,-55.15034116,1,2797,376,7514,193,864,5684,3479,1318,1.35E+12,2013
,1,-11.98917923,-55.14603236,1,2798,,,,,,,,,2013
334,1,-11.98056164,-55.13956917,1,2799,1153,6515,1147,1514,4836,,1312,1.35E+12,2013
334,1,-11.97840724,-55.14603236,1,2800,1039,6204,1086,1391,4893,2927,1287,1.35E+12,2013
334,1,-11.98487044,-55.15034116,1,2801,343,6645,42,685,5221,3021,1112,1.35E+12,2013
,1,-11.99133363,-55.15895875,1,2802,,,,,,,,,2013
334,1,-11.99559754,-55.15680435,1,2803,884,6193,702,1171,5277,3053,1138,1.35E+12,2013
,1,-11.99775194,-55.16326755,1,2804,,,,,,,,,2013
,1,-11.97840724,-55.15249556,1,2805,,,,,,,,,2013
334,1,-11.96763525,-55.13956917,1,2806,751,6224,856,1173,5051,,1520,1.35E+12,2013
334,1,-11.96548085,-55.14387797,1,2807,522,6549,291,827,5192,,1234,1.35E+12,2013
330,1,-11.96117206,-55.18907544,1,2808,1482,4585,1009,1563,4469,2923,1442,1.35E+12,2013
,1,-11.95259935,-55.20200183,1,2809,,,,,,,,,2013
,0,-11.94182736,-55.20415622,2,2810,,,,,,,,,2013
330,1,-11.84066043,-55.33539496,1,2811,717,5481,391,1118,4909,3442,1514,1.35E+12,2013
330,1,-11.83850603,-55.34616695,1,2812,658,5530,367,1042,5388,3891,1697,1.35E+12,2013
329,0,-12.44106418,-55.25361761,2,2813,519,5142,583,807,3649,,749,1.35E+12,2013
,1,-12.70358654,-55.46883298,1,2814,,,,,,,,,2013
,1,-12.70574094,-55.47956008,1,2815,,,,,,,,,2013
332,0,-12.70789534,-55.48602328,2,2816,553,5469,65,1103,5160,,1973,1.35E+12,2013
332,0,-12.72293124,-55.47956008,2,2817,951,4158,398,1037,4536,3782,1983,1.35E+12,2013
,1,-12.71651293,-55.45806099,1,2818,,,,,,,,,2013
332,1,-12.72724003,-55.46452418,1,2819,1368,6563,1465,2066,5434,,3342,1.35E+12,2013
329,0,-12.52068714,-55.18907544,2,2820,309,4604,168,587,4039,2383,837,1.35E+12,2013
329,0,-12.50345195,-55.23858171,2,2821,268,5513,160,474,4102,2218,775,1.35E+12,2013
330,0,-12.47764406,-55.24500002,2,2822,389,7036,192,836,6021,3836,1510,1.35E+12,2013
330,0,-12.47979846,-55.23427291,2,2823,383,7052,213,879,5737,,1436,1.35E+12,2013
,0,-12.49483436,-55.22134652,2,2824,,,,,,,,,2013
,1,-12.49052557,-55.20200183,1,2825,,,,,,,,,2013
332,1,-12.54434063,-55.93790823,1,2826,222,7072,106,532,5850,3495,1312,1.35E+12,2013
332,1,-12.54864943,-55.95729781,1,2827,1083,4255,530,1225,4697,4126,2277,1.35E+12,2013
330,1,-12.7789007,-56.09284534,1,2828,495,7292,298,1036,6311,4086,1645,1.35E+12,2013
,1,-12.80255419,-56.03476637,1,2829,,,,,,,,,2013
,2,-12.81978937,-56.03045757,9,2830,,,,,,,,,2013
332,0,-12.91875703,-56.15958679,2,2831,1232,3275,511,1000,3882,,1882,1.35E+12,2013
332,1,-12.90372112,-56.1574324,1,2832,538,5211,430,993,5153,,1679,1.35E+12,2013
332,1,-12.92522022,-56.14235161,1,2833,804,4447,471,971,4374,3813,2128,1.35E+12,2013
,0,-12.94030101,-56.1574324,2,2834,,,,,,,,,2013
332,2,-12.97041769,-56.1488148,9,2835,442,4812,204,710,4508,,1268,1.35E+12,2013
332,2,-13.00053438,-56.08853655,9,2836,850,3691,440,1033,4363,,1730,1.35E+12,2013
332,2,-13.01992396,-56.09069095,9,2837,729,4382,359,1009,4622,3421,1520,1.35E+12,2013
332,2,-13.00915197,-56.05626546,9,2838,483,5897,240,891,5454,3762,1648,1.35E+12,2013
332,1,-12.93814661,-56.09499974,1,2839,774,4922,362,1031,5384,3719,1574,1.35E+12,2013
332,2,-12.92737462,-56.09930854,9,2840,289,6795,156,618,5552,3353,1287,1.35E+12,2013
,1,-12.92522022,-56.09284534,1,2841,,,,,,,,,2013
334,1,-12.92306582,-56.08211824,1,2842,837,3453,870,1007,3183,,742,1.35E+12,2013
334,1,-12.91444823,-56.09930854,1,2843,325,6593,130,592,5407,3159,1147,1.35E+12,2013
,2,-12.91660263,-56.10792613,9,2844,,,,,,,,,2013
332,1,-13.00915197,-55.95945221,1,2845,362,6509,178,916,5558,,1708,1.35E+12,2013
,1,-12.98765287,-55.97879691,1,2846,,,,,,,,,2013
,1,-12.96826329,-55.963761,1,2847,,,,,,,,,2013
332,1,-13.04573185,-55.94868022,1,2848,1142,5663,942,1310,5178,,1651,1.35E+12,2013
332,1,-13.03280546,-55.95083462,1,2849,1144,4389,506,1214,5163,,2432,1.35E+12,2013
332,0,-13.02849667,-55.94652582,2,2850,612,5982,285,1096,5621,,1760,1.35E+12,2013
,1,-13.54927747,-57.92628281,1,2851,,,,,,,,,2013
330,2,-13.47611771,-57.83588787,9,2852,570,7425,108,1206,6532,4510,1998,1.35E+12,2013
330,1,-13.47827211,-57.85096865,1,2853,2152,3978,1148,1612,5629,,3418,1.35E+12,2013
,1,-13.52346958,-57.84235106,1,2854,,,,,,,,,2013
,2,-13.52131518,-57.83373347,9,2855,,,,,,,,,2013
,1,-13.53635108,-57.83804226,1,2856,,,,,,,,,2013
,2,-13.55358626,-57.83157907,9,2857,,,,,,,,,2013
,1,-13.58801175,-57.91981962,1,2858,,,,,,,,,2013
,1,-13.59016614,-57.93485552,1,2859,,,,,,,,,2013
,1,-13.57508536,-57.92412841,1,2860,,,,,,,,,2013
,1,-13.56220386,-57.92628281,1,2861,,,,,,,,,2013
,1,-13.55143187,-57.93485552,1,2862,,,,,,,,,2013
,1,-13.56646777,-57.94347311,1,2863,,,,,,,,,2013
,1,-13.55358626,-57.94562751,1,2864,,,,,,,,,2013
,1,-13.55789506,-57.95855389,1,2865,,,,,,,,,2013
,1,-13.57077656,-57.96070829,1,2866,,,,,,,,,2013
,1,-13.57939415,-57.94347311,1,2867,,,,,,,,,2013
,1,-13.59232054,-57.9477819,1,2868,,,,,,,,,2013
,1,-13.59447494,-57.96501709,1,2869,,,,,,,,,2013
,1,-13.58370295,-57.96501709,1,2870,,,,,,,,,2013
,0,-13.57293096,-57.98220739,2,2871,,,,,,,,,2013
,1,-13.54065988,-57.81865268,1,2872,,,,,,,,,2013
,1,-13.52346958,-57.80792558,1,2873,,,,,,,,,2013
,1,-13.52988789,-57.81223437,1,2874,,,,,,,,,2013
,0,-13.52346958,-57.81649828,2,2875,,,,,,,,,2013
,2,-13.52346958,-57.82511588,9,2876,,,,,,,,,2013
,1,-13.47396331,-57.82296148,1,2877,,,,,,,,,2013
,2,-13.38356837,-57.82296148,9,2878,,,,,,,,,2013
,2,-13.26090234,-58.00375137,9,2879,,,,,,,,,2013
,2,-13.27167433,-58.00159697,9,2880,,,,,,,,,2013
,2,-13.26090234,-57.99513377,9,2881,,,,,,,,,2013
,2,-13.36637807,-57.83157907,9,2882,,,,,,,,,2013
,0,-13.37279638,-57.84881425,2,2883,,,,,,,,,2013
,2,-13.37925957,-57.86600455,9,2884,,,,,,,,,2013
,2,-13.39003156,-57.86169576,9,2885,,,,,,,,,2013
,1,-13.38787716,-57.85523256,1,2886,,,,,,,,,2013
,1,-13.38787716,-57.83588787,1,2887,,,,,,,,,2013
,1,-13.38572276,-57.84450546,1,2888,,,,,,,,,2013
,2,-13.27382872,-58.01232407,9,2889,,,,,,,,,2013
,2,-13.26305674,-58.01447847,9,2890,,,,,,,,,2013
,2,-13.27598312,-58.02740486,9,2891,,,,,,,,,2013
,1,-13.12104601,-57.98867058,1,2892,,,,,,,,,2013
,1,-13.1296636,-57.99728817,1,2893,,,,,,,,,2013
,1,-13.12320041,-57.96286269,1,2894,,,,,,,,,2013
,1,-13.1275092,-57.97789859,1,2895,,,,,,,,,2013
,1,-13.11673721,-57.9735898,1,2896,,,,,,,,,2013
,1,-13.11242842,-57.95855389,1,2897,,,,,,,,,2013
,1,-13.10811962,-57.9499363,1,2898,,,,,,,,,2013
,1,-11.48994241,-56.28220794,1,2899,,,,,,,,,2013
,1,-11.535095,-56.23274655,1,2900,,,,,,,,,2013
,0,-11.52436789,-56.21335697,2,2901,,,,,,,,,2013
,2,-11.57813807,-56.28867113,3,2902,,,,,,,,,2013
,1,-11.99344314,-56.02830317,1,2903,,,,,,,,,2013
,1,-11.99775194,-56.04122956,1,2904,,,,,,,,,2013
330,1,-11.99775194,-56.00249528,1,2905,643,5791,317,1101,5189,3577,1567,1.35E+12,2013
,1,-11.98056164,-55.9874145,1,2906,,,,,,,,,2013
330,1,-11.99344314,-55.97448811,1,2907,344,6537,155,730,5766,,1395,1.35E+12,2013
329,1,-11.99344314,-55.96160661,1,2908,189,5136,67,439,4267,2511,881,1.35E+12,2013
329,1,-11.98271604,-55.96160661,1,2909,223,5625,107,482,4600,2643,936,1.35E+12,2013
329,1,-11.98702483,-55.94652582,1,2910,205,5427,94,468,4665,,885,1.35E+12,2013
